"","batch.id","response_type","value"
"5792","X-1835.CGM097","abc","105.8213"
"5793","X-1835.CGM097","TGI","-8.3177"
"5794","X-1835.CKX620","angle","168.7409"
"5795","X-1835.CKX620","abc","349.8930"
"5796","X-1835.CKX620","TGI","-25.9003"
"5797","X-1835.CLR457","angle","8.8720"
"5798","X-1835.CLR457","abc","218.5222"
"5799","X-1835.CLR457","TGI","-15.5066"
"5800","X-1835.erlotinib","angle","107.2141"
"5801","X-1835.erlotinib","abc","227.3659"
"5802","X-1835.erlotinib","TGI","-12.1074"
"5803","X-1835.HDM201","angle","6.9238"
"5804","X-1835.HDM201","abc","137.3972"
"5805","X-1835.HDM201","TGI","-9.0743"
"5806","X-1835.HSP990","angle","145.5260"
"5807","X-1835.HSP990","abc","243.1034"
"5808","X-1835.HSP990","TGI","-13.1002"
"5809","X-1835.INC280","angle","1.2136"
"5810","X-1835.INC280","abc","17.0764"
"5811","X-1835.INC280","TGI","-5.8149"
"5812","X-1835.LCL161 + paclitaxel","angle","160.9611"
"5813","X-1835.LCL161 + paclitaxel","abc","-34.8479"
"5814","X-1835.LCL161 + paclitaxel","TGI","-0.5032"
"5815","X-1835.LEE011","angle","18.2203"
"5816","X-1835.LEE011","abc","189.9868"
"5817","X-1835.LEE011","TGI","-16.1310"
"5818","X-1835.LFW527 + binimetinib","angle","162.8333"
"5819","X-1835.LFW527 + binimetinib","abc","205.0486"
"5820","X-1835.LFW527 + binimetinib","TGI","-6.5183"
"5821","X-1835.LGH447","angle","25.1435"
"5822","X-1835.LGH447","abc","205.9674"
"5823","X-1835.LGH447","TGI","-14.7418"
"5824","X-1835.LLM871","angle","14.7125"
"5825","X-1835.LLM871","abc","225.8409"
"5826","X-1835.LLM871","TGI","-21.9266"
"5827","X-1835.paclitaxel","angle","6.4155"
"5828","X-1835.paclitaxel","abc","175.4558"
"5829","X-1835.paclitaxel","TGI","-45.6571"
"5830","X-1855.5FU","angle","17.8241"
"5831","X-1855.5FU","abc","377.4026"
"5832","X-1855.5FU","TGI","21.0178"
"5833","X-1855.binimetinib","angle","95.5603"
"5834","X-1855.binimetinib","abc","414.6289"
"5835","X-1855.binimetinib","TGI","27.9409"
"5836","X-1855.BKM120","angle","21.3004"
"5837","X-1855.BKM120","abc","381.9079"
"5838","X-1855.BKM120","TGI","23.0536"
"5839","X-1855.BKM120 + LJC049","angle","4.9037"
"5840","X-1855.BKM120 + LJC049","abc","295.5237"
"5841","X-1855.BKM120 + LJC049","TGI","18.4259"
"5842","X-1855.BYL719","angle","23.0743"
"5843","X-1855.BYL719","abc","376.4001"
"5844","X-1855.BYL719","TGI","25.8087"
"5845","X-1855.BYL719 + binimetinib","angle","156.2100"
"5846","X-1855.BYL719 + binimetinib","abc","467.3556"
"5847","X-1855.BYL719 + binimetinib","TGI","24.1216"
"5848","X-1855.BYL719 + cetuximab","angle","5.2705"
"5849","X-1855.BYL719 + cetuximab","abc","270.1917"
"5850","X-1855.BYL719 + cetuximab","TGI","30.3828"
"5851","X-1855.BYL719 + cetuximab + encorafenib","angle","26.7362"
"5852","X-1855.BYL719 + cetuximab + encorafenib","abc","388.8329"
"5853","X-1855.BYL719 + cetuximab + encorafenib","TGI","23.5547"
"5854","X-1855.BYL719 + encorafenib","angle","90.8531"
"5855","X-1855.BYL719 + encorafenib","abc","418.1421"
"5856","X-1855.BYL719 + encorafenib","TGI","24.8497"
"5857","X-1855.BYL719 + LJM716","angle","28.0284"
"5858","X-1855.BYL719 + LJM716","abc","395.5598"
"5859","X-1855.BYL719 + LJM716","TGI","21.7567"
"5860","X-1855.cetuximab","angle","9.2545"
"5861","X-1855.cetuximab","abc","347.2697"
"5862","X-1855.cetuximab","TGI","20.9321"
"5863","X-1855.cetuximab + encorafenib","angle","10.7600"
"5864","X-1855.cetuximab + encorafenib","abc","323.0526"
"5865","X-1855.cetuximab + encorafenib","TGI","34.4079"
"5866","X-1855.CGM097","angle","7.6688"
"5867","X-1855.CGM097","abc","339.3601"
"5868","X-1855.CGM097","TGI","19.4773"
"5869","X-1855.CKX620","angle","53.5781"
"5870","X-1855.CKX620","abc","412.2000"
"5871","X-1855.CKX620","TGI","22.1490"
"5872","X-1855.encorafenib","angle","5.4081"
"5873","X-1855.encorafenib","abc","294.7958"
"5874","X-1855.encorafenib","TGI","19.9911"
"5875","X-1855.HDM201","angle","2.6618"
"5876","X-1855.HDM201","abc","235.2447"
"5877","X-1855.HDM201","TGI","13.5316"
"5878","X-1855.LEE011","angle","59.5244"
"5879","X-1855.LEE011","abc","413.4355"
"5880","X-1855.LEE011","TGI","23.1089"
"5881","X-1855.LFW527 + binimetinib","angle","76.1973"
"5882","X-1855.LFW527 + binimetinib","abc","404.5663"
"5883","X-1855.LFW527 + binimetinib","TGI","27.2060"
"5884","X-1855.LJC049","angle","2.4061"
"5885","X-1855.LJC049","abc","247.3244"
"5886","X-1855.LJC049","TGI","14.0053"
"5887","X-1855.LKA136","angle","1.2983"
"5888","X-1855.LKA136","abc","160.7014"
"5889","X-1855.LKA136","TGI","6.2451"
"5890","X-1869.BGJ398","angle","9.0136"
"5891","X-1869.BGJ398","abc","530.8132"
"5892","X-1869.BGJ398","TGI","29.7430"
"5893","X-1869.binimetinib","angle","0.3041"
"5894","X-1869.binimetinib","abc","141.9864"
"5895","X-1869.binimetinib","TGI","709.1111"
"5896","X-1869.BKM120","angle","177.0310"
"5897","X-1869.BKM120","abc","569.9482"
"5898","X-1869.BKM120","TGI","-59.4947"
"5899","X-1869.BKM120 + binimetinib","angle","176.2807"
"5900","X-1869.BKM120 + binimetinib","abc","430.9404"
"5901","X-1869.BKM120 + binimetinib","TGI","-27.7708"
"5902","X-1869.BYL719","angle","6.4351"
"5903","X-1869.BYL719","abc","499.3071"
"5904","X-1869.BYL719","TGI","148.2045"
"5905","X-1869.BYL719 + LGH447","angle","177.3431"
"5906","X-1869.BYL719 + LGH447","abc","623.4460"
"5907","X-1869.BYL719 + LGH447","TGI","133.7440"
"5908","X-1869.BYL719 + LJM716","angle","-0.6001"
"5909","X-1869.BYL719 + LJM716","abc","-122.1833"
"5910","X-1869.BYL719 + LJM716","TGI","-7.0829"
"5911","X-1869.cetuximab","angle","-0.0517"
"5912","X-1869.cetuximab","abc","-89.5000"
"5913","X-1869.cetuximab","TGI","2.4005"
"5914","X-1869.CGM097","angle","-0.3870"
"5915","X-1869.CGM097","abc","-116.3571"
"5916","X-1869.CGM097","TGI","-7.3625"
"5917","X-1869.CKX620","angle","15.0093"
"5918","X-1869.CKX620","abc","433.0682"
"5919","X-1869.CKX620","TGI","54.5000"
"5920","X-1869.CLR457","angle","-0.1039"
"5921","X-1869.CLR457","abc","-69.1591"
"5922","X-1869.CLR457","TGI","-17.7383"
"5923","X-1869.erlotinib","angle","-0.4702"
"5924","X-1869.erlotinib","abc","-262.3857"
"5925","X-1869.erlotinib","TGI","-18.1459"
"5926","X-1869.HDM201","angle","177.1428"
"5927","X-1869.HDM201","abc","654.0382"
"5928","X-1869.HDM201","TGI","49.4615"
"5929","X-1869.HSP990","angle","173.5969"
"5930","X-1869.HSP990","abc","623.5500"
"5931","X-1869.HSP990","TGI","18.5741"
"5932","X-1869.INC280","angle","0.4440"
"5933","X-1869.INC280","abc","108.2773"
"5934","X-1869.INC280","TGI","40.6540"
"5935","X-1869.LCL161 + paclitaxel","angle","175.2918"
"5936","X-1869.LCL161 + paclitaxel","abc","590.3273"
"5937","X-1869.LCL161 + paclitaxel","TGI","86.0710"
"5938","X-1869.LEE011","angle","177.2033"
"5939","X-1869.LEE011","abc","668.1632"
"5940","X-1869.LEE011","TGI","44.8204"
"5941","X-1869.LFW527 + binimetinib","angle","4.9179"
"5942","X-1869.LFW527 + binimetinib","abc","489.0859"
"5943","X-1869.LFW527 + binimetinib","TGI","24.6252"
"5944","X-1869.LGH447","angle","162.8473"
"5945","X-1869.LGH447","abc","521.0682"
"5946","X-1869.LGH447","TGI","-78.1243"
"5947","X-1869.LLM871","angle","1.0093"
"5948","X-1869.LLM871","abc","453.7737"
"5949","X-1869.LLM871","TGI","35.3089"
"5950","X-1869.paclitaxel","angle","0.1268"
"5951","X-1869.paclitaxel","abc","94.8955"
"5952","X-1869.paclitaxel","TGI","-38.4242"
"5953","X-1870.BGJ398","angle","-8.5586"
"5954","X-1870.BGJ398","abc","-96.1801"
"5955","X-1870.BGJ398","TGI","7.7582"
"5956","X-1870.binimetinib","angle","85.0846"
"5957","X-1870.binimetinib","abc","75.5011"
"5958","X-1870.binimetinib","TGI","-22.2471"
"5959","X-1870.BKM120","angle","64.5764"
"5960","X-1870.BKM120","abc","55.0314"
"5961","X-1870.BKM120","TGI","-5.9194"
"5962","X-1870.BKM120 + binimetinib","angle","111.6807"
"5963","X-1870.BKM120 + binimetinib","abc","112.4052"
"5964","X-1870.BKM120 + binimetinib","TGI","-101.3182"
"5965","X-1870.BYL719","angle","-11.6441"
"5966","X-1870.BYL719","abc","-208.9228"
"5967","X-1870.BYL719","TGI","6.3576"
"5968","X-1870.BYL719 + LGH447","angle","-8.2896"
"5969","X-1870.BYL719 + LGH447","abc","-92.3823"
"5970","X-1870.BYL719 + LGH447","TGI","3.8126"
"5971","X-1870.BYL719 + LJM716","angle","36.0616"
"5972","X-1870.BYL719 + LJM716","abc","30.9186"
"5973","X-1870.BYL719 + LJM716","TGI","-1.0404"
"5974","X-1870.cetuximab","angle","-10.1669"
"5975","X-1870.cetuximab","abc","-165.1141"
"5976","X-1870.cetuximab","TGI","4.9076"
"5977","X-1870.CGM097","angle","-10.1591"
"5978","X-1870.CGM097","abc","-166.2421"
"5979","X-1870.CGM097","TGI","4.3678"
"5980","X-1870.CKX620","angle","112.1128"
"5981","X-1870.CKX620","abc","74.9759"
"5982","X-1870.CKX620","TGI","-6.4179"
"5983","X-1870.CLR457","angle","-6.3534"
"5984","X-1870.CLR457","abc","-82.4373"
"5985","X-1870.CLR457","TGI","4.1230"
"5986","X-1870.erlotinib","angle","-12.2329"
"5987","X-1870.erlotinib","abc","-96.0162"
"5988","X-1870.erlotinib","TGI","3.6197"
"5989","X-1870.HDM201","angle","5.3270"
"5990","X-1870.HDM201","abc","-65.8228"
"5991","X-1870.HDM201","TGI","-0.8519"
"5992","X-1870.HSP990","angle","-17.9658"
"5993","X-1870.HSP990","abc","-58.4682"
"5994","X-1870.HSP990","TGI","1.2770"
"5995","X-1870.LCL161 + paclitaxel","angle","144.8739"
"5996","X-1870.LCL161 + paclitaxel","abc","133.0771"
"5997","X-1870.LCL161 + paclitaxel","TGI","-8.7914"
"5998","X-1870.LEE011","angle","-9.3731"
"5999","X-1870.LEE011","abc","-124.0535"
"6000","X-1870.LEE011","TGI","8.5909"
"6001","X-1870.LFW527 + binimetinib","angle","4.5669"
"6002","X-1870.LFW527 + binimetinib","abc","-12.3276"
"6003","X-1870.LFW527 + binimetinib","TGI","-4.1310"
"6004","X-1870.LGH447","angle","-7.6756"
"6005","X-1870.LGH447","abc","-77.6127"
"6006","X-1870.LGH447","TGI","15.2761"
"6007","X-1870.LLM871","angle","3.5384"
"6008","X-1870.LLM871","abc","-22.5293"
"6009","X-1870.LLM871","TGI","-0.6983"
"6010","X-1870.paclitaxel","angle","5.9454"
"6011","X-1870.paclitaxel","abc","-48.7525"
"6012","X-1870.paclitaxel","TGI","0.1070"
"6013","X-1906.binimetinib","angle","172.5607"
"6014","X-1906.binimetinib","abc","439.1914"
"6015","X-1906.binimetinib","TGI","98.4040"
"6016","X-1906.BKM120","angle","16.7144"
"6017","X-1906.BKM120","abc","274.6543"
"6018","X-1906.BKM120","TGI","-1848.2903"
"6019","X-1906.BKM120 + encorafenib","angle","173.1948"
"6020","X-1906.BKM120 + encorafenib","abc","416.6613"
"6021","X-1906.BKM120 + encorafenib","TGI","-52.4913"
"6022","X-1906.CGM097","angle","-0.0815"
"6023","X-1906.CGM097","abc","11.0593"
"6024","X-1906.CGM097","TGI","101.1383"
"6025","X-1906.CLR457","angle","11.2447"
"6026","X-1906.CLR457","abc","263.3610"
"6027","X-1906.CLR457","TGI","58.9550"
"6028","X-1906.dacarbazine","angle","6.1888"
"6029","X-1906.dacarbazine","abc","246.9334"
"6030","X-1906.dacarbazine","TGI","125.1627"
"6031","X-1906.encorafenib","angle","172.4705"
"6032","X-1906.encorafenib","abc","424.0090"
"6033","X-1906.encorafenib","TGI","191.4563"
"6034","X-1906.encorafenib + binimetinib","angle","174.2581"
"6035","X-1906.encorafenib + binimetinib","abc","442.8766"
"6036","X-1906.encorafenib + binimetinib","TGI","-110.1159"
"6037","X-1906.LDE225","angle","-0.7133"
"6038","X-1906.LDE225","abc","-153.8657"
"6039","X-1906.LDE225","TGI","70.8669"
"6040","X-1906.LDK378","angle","1.9570"
"6041","X-1906.LDK378","abc","175.1064"
"6042","X-1906.LDK378","TGI","89.2378"
"6043","X-1906.LEE011","angle","106.9635"
"6044","X-1906.LEE011","abc","293.3138"
"6045","X-1906.LEE011","TGI","137.9859"
"6046","X-1906.LEE011 + binimetinib","angle","173.6255"
"6047","X-1906.LEE011 + binimetinib","abc","440.6455"
"6048","X-1906.LEE011 + binimetinib","TGI","-596.9857"
"6049","X-1906.LEE011 + encorafenib","angle","171.6889"
"6050","X-1906.LEE011 + encorafenib","abc","342.7654"
"6051","X-1906.LEE011 + encorafenib","TGI","-31.5481"
"6052","X-1906.LGW813","angle","0.6371"
"6053","X-1906.LGW813","abc","61.6581"
"6054","X-1906.LGW813","TGI","-10.5362"
"6055","X-1906.TAS266","angle","161.4881"
"6056","X-1906.TAS266","abc","362.3702"
"6057","X-1906.TAS266","TGI","-41.7812"
"6058","X-1906.WNT974","angle","-1.2218"
"6059","X-1906.WNT974","abc","-352.8330"
"6060","X-1906.WNT974","TGI","34.5675"
"6061","X-1916.BGJ398","angle","-0.2235"
"6062","X-1916.BGJ398","abc","-147.2194"
"6063","X-1916.BGJ398","TGI","4.8559"
"6064","X-1916.binimetinib","angle","-0.6163"
"6065","X-1916.binimetinib","abc","-48.1324"
"6066","X-1916.binimetinib","TGI","-23.7245"
"6067","X-1916.BKM120","angle","7.1159"
"6068","X-1916.BKM120","abc","339.9156"
"6069","X-1916.BKM120","TGI","91.4510"
"6070","X-1916.BYL719","angle","-1.3871"
"6071","X-1916.BYL719","abc","-179.0441"
"6072","X-1916.BYL719","TGI","200.8276"
"6073","X-1916.BYL719 + LEE011","angle","0.1209"
"6074","X-1916.BYL719 + LEE011","abc","24.2679"
"6075","X-1916.BYL719 + LEE011","TGI","53.3333"
"6076","X-1916.BYL719 + LJM716","angle","169.3776"
"6077","X-1916.BYL719 + LJM716","abc","157.8569"
"6078","X-1916.BYL719 + LJM716","TGI","-233.7647"
"6079","X-1916.CGM097","angle","0.4420"
"6080","X-1916.CGM097","abc","73.5762"
"6081","X-1916.CGM097","TGI","5.7468"
"6082","X-1916.CLR457","angle","14.7342"
"6083","X-1916.CLR457","abc","382.0489"
"6084","X-1916.CLR457","TGI","71.1081"
"6085","X-1916.HDM201","angle","-1.8374"
"6086","X-1916.HDM201","abc","-173.5967"
"6087","X-1916.HDM201","TGI","160.0000"
"6088","X-1916.INC424","angle","-2.4010"
"6089","X-1916.INC424","abc","-408.8966"
"6090","X-1916.INC424","TGI","39.5785"
"6091","X-1916.LEE011","angle","0.5463"
"6092","X-1916.LEE011","abc","55.8238"
"6093","X-1916.LEE011","TGI","32.9459"
"6094","X-1916.LEE011 + everolimus","angle","2.1534"
"6095","X-1916.LEE011 + everolimus","abc","245.0429"
"6096","X-1916.LEE011 + everolimus","TGI","75.1975"
"6097","X-1916.LFA102","angle","3.0025"
"6098","X-1916.LFA102","abc","269.0571"
"6099","X-1916.LFA102","TGI","257.6296"
"6100","X-1916.LFW527 + everolimus","angle","16.6467"
"6101","X-1916.LFW527 + everolimus","abc","391.7641"
"6102","X-1916.LFW527 + everolimus","TGI","50.6193"
"6103","X-1916.LJM716","angle","7.6428"
"6104","X-1916.LJM716","abc","346.4304"
"6105","X-1916.LJM716","TGI","-57.6400"
"6106","X-1916.LJM716 + trastuzumab","angle","167.5192"
"6107","X-1916.LJM716 + trastuzumab","abc","509.6360"
"6108","X-1916.LJM716 + trastuzumab","TGI","207.1333"
"6109","X-1916.LKA136","angle","2.9921"
"6110","X-1916.LKA136","abc","141.9786"
"6111","X-1916.LKA136","TGI","-53.6667"
"6112","X-1916.LLM871","angle","-0.3435"
"6113","X-1916.LLM871","abc","-51.7000"
"6114","X-1916.LLM871","TGI","-12.6944"
"6115","X-1916.paclitaxel","angle","1.5948"
"6116","X-1916.paclitaxel","abc","193.7304"
"6117","X-1916.paclitaxel","TGI","65.6170"
"6118","X-1916.tamoxifen","angle","-0.2911"
"6119","X-1916.tamoxifen","abc","-11.0929"
"6120","X-1916.tamoxifen","TGI","-11.6160"
"6121","X-1916.trastuzumab","angle","0.8016"
"6122","X-1916.trastuzumab","abc","122.1946"
"6123","X-1916.trastuzumab","TGI","-21.7083"
"6124","X-1921.BGJ398","angle","3.9275"
"6125","X-1921.BGJ398","abc","315.3361"
"6126","X-1921.BGJ398","TGI","-66.6441"
"6127","X-1921.binimetinib","angle","21.9760"
"6128","X-1921.binimetinib","abc","530.3841"
"6129","X-1921.binimetinib","TGI","51.7762"
"6130","X-1921.BKM120","angle","10.5254"
"6131","X-1921.BKM120","abc","509.3069"
"6132","X-1921.BKM120","TGI","23.6878"
"6133","X-1921.BYL719","angle","17.0188"
"6134","X-1921.BYL719","abc","534.9865"
"6135","X-1921.BYL719","TGI","21.3635"
"6136","X-1921.BYL719 + LEE011","angle","145.8684"
"6137","X-1921.BYL719 + LEE011","abc","618.4800"
"6138","X-1921.BYL719 + LEE011","TGI","350.5278"
"6139","X-1921.BYL719 + LJM716","angle","6.5208"
"6140","X-1921.BYL719 + LJM716","abc","447.3469"
"6141","X-1921.BYL719 + LJM716","TGI","29.7563"
"6142","X-1921.CGM097","angle","-0.5316"
"6143","X-1921.CGM097","abc","-36.1789"
"6144","X-1921.CGM097","TGI","-9.7616"
"6145","X-1921.CLR457","angle","134.7111"
"6146","X-1921.CLR457","abc","600.4432"
"6147","X-1921.CLR457","TGI","-194.6129"
"6148","X-1921.HDM201","angle","3.8404"
"6149","X-1921.HDM201","abc","314.8749"
"6150","X-1921.HDM201","TGI","11.2071"
"6151","X-1921.INC424","angle","0.9854"
"6152","X-1921.INC424","abc","187.1729"
"6153","X-1921.INC424","TGI","13.2932"
"6154","X-1921.LEE011","angle","144.4341"
"6155","X-1921.LEE011","abc","606.6709"
"6156","X-1921.LEE011","TGI","265.9574"
"6157","X-1921.LEE011 + everolimus","angle","126.2661"
"6158","X-1921.LEE011 + everolimus","abc","513.6269"
"6159","X-1921.LEE011 + everolimus","TGI","-24.2986"
"6160","X-1921.LFA102","angle","0.3132"
"6161","X-1921.LFA102","abc","13.6263"
"6162","X-1921.LFA102","TGI","8.4000"
"6163","X-1921.LFW527 + everolimus","angle","26.3339"
"6164","X-1921.LFW527 + everolimus","abc","511.6115"
"6165","X-1921.LFW527 + everolimus","TGI","-113.9584"
"6166","X-1921.LJM716","angle","0.4982"
"6167","X-1921.LJM716","abc","102.5278"
"6168","X-1921.LJM716","TGI","-1.1314"
"6169","X-1921.LJM716 + trastuzumab","angle","0.5824"
"6170","X-1921.LJM716 + trastuzumab","abc","97.9143"
"6171","X-1921.LJM716 + trastuzumab","TGI","1.5224"
"6172","X-1921.LKA136","angle","-0.4775"
"6173","X-1921.LKA136","abc","-8.3032"
"6174","X-1921.LKA136","TGI","-8.7342"
"6175","X-1921.LLM871","angle","1.8491"
"6176","X-1921.LLM871","abc","271.1009"
"6177","X-1921.LLM871","TGI","28.6906"
"6178","X-1921.paclitaxel","angle","0.1508"
"6179","X-1921.paclitaxel","abc","27.2513"
"6180","X-1921.paclitaxel","TGI","-44.5152"
"6181","X-1921.tamoxifen","angle","2.9642"
"6182","X-1921.tamoxifen","abc","340.3163"
"6183","X-1921.tamoxifen","TGI","19.9723"
"6184","X-1921.trastuzumab","angle","0.8004"
"6185","X-1921.trastuzumab","abc","171.4212"
"6186","X-1921.trastuzumab","TGI","10.2616"
"6187","X-1934.BGJ398","angle","170.0557"
"6188","X-1934.BGJ398","abc","224.7833"
"6189","X-1934.BGJ398","TGI","-35.0663"
"6190","X-1934.binimetinib","angle","-0.0375"
"6191","X-1934.binimetinib","abc","-27.7383"
"6192","X-1934.binimetinib","TGI","-0.7077"
"6193","X-1934.BKM120","angle","-0.4749"
"6194","X-1934.BKM120","abc","-237.8375"
"6195","X-1934.BKM120","TGI","3.0126"
"6196","X-1934.BKM120 + binimetinib","angle","1.3556"
"6197","X-1934.BKM120 + binimetinib","abc","68.2583"
"6198","X-1934.BKM120 + binimetinib","TGI","-22.2331"
"6199","X-1934.BYL719","angle","-0.9417"
"6200","X-1934.BYL719","abc","-194.4682"
"6201","X-1934.BYL719","TGI","4.7122"
"6202","X-1934.BYL719 + LGH447","angle","-1.4666"
"6203","X-1934.BYL719 + LGH447","abc","-277.8929"
"6204","X-1934.BYL719 + LGH447","TGI","2.5779"
"6205","X-1934.BYL719 + LJM716","angle","150.0794"
"6206","X-1934.BYL719 + LJM716","abc","210.5000"
"6207","X-1934.BYL719 + LJM716","TGI","-24.7116"
"6208","X-1934.cetuximab","angle","-1.7694"
"6209","X-1934.cetuximab","abc","-440.0955"
"6210","X-1934.cetuximab","TGI","12.2079"
"6211","X-1934.CGM097","angle","-0.1741"
"6212","X-1934.CGM097","abc","-64.8208"
"6213","X-1934.CGM097","TGI","2.9831"
"6214","X-1934.CKX620","angle","-1.1416"
"6215","X-1934.CKX620","abc","-149.6071"
"6216","X-1934.CKX620","TGI","2.7074"
"6217","X-1934.CLR457","angle","-1.1191"
"6218","X-1934.CLR457","abc","-139.5050"
"6219","X-1934.CLR457","TGI","13.9307"
"6220","X-1934.erlotinib","angle","-1.4745"
"6221","X-1934.erlotinib","abc","-191.9714"
"6222","X-1934.erlotinib","TGI","6.0695"
"6223","X-1934.HDM201","angle","-2.0282"
"6224","X-1934.HDM201","abc","-622.2929"
"6225","X-1934.HDM201","TGI","8.7388"
"6226","X-1934.HSP990","angle","-2.5271"
"6227","X-1934.HSP990","abc","-804.9625"
"6228","X-1934.HSP990","TGI","13.3199"
"6229","X-1934.INC280","angle","-1.4245"
"6230","X-1934.INC280","abc","-86.8929"
"6231","X-1934.INC280","TGI","35.9659"
"6232","X-1934.LCL161 + paclitaxel","angle","5.0009"
"6233","X-1934.LCL161 + paclitaxel","abc","156.2417"
"6234","X-1934.LCL161 + paclitaxel","TGI","-12.0986"
"6235","X-1934.LEE011","angle","-1.6935"
"6236","X-1934.LEE011","abc","-345.3727"
"6237","X-1934.LEE011","TGI","40.3065"
"6238","X-1934.LFW527 + binimetinib","angle","0.0636"
"6239","X-1934.LFW527 + binimetinib","abc","-96.1306"
"6240","X-1934.LFW527 + binimetinib","TGI","-0.9941"
"6241","X-1934.LGH447","angle","-0.4782"
"6242","X-1934.LGH447","abc","-172.2417"
"6243","X-1934.LGH447","TGI","5.0941"
"6244","X-1934.LLM871","angle","-0.4361"
"6245","X-1934.LLM871","abc","-248.8833"
"6246","X-1934.LLM871","TGI","2.1443"
"6247","X-1934.paclitaxel","angle","0.1478"
"6248","X-1934.paclitaxel","abc","-68.8833"
"6249","X-1934.paclitaxel","TGI","-2.5191"
"6250","X-1948.abraxane","angle","-1.5995"
"6251","X-1948.abraxane","abc","-67.5184"
"6252","X-1948.abraxane","TGI","2.4513"
"6253","X-1948.binimetinib","angle","47.5052"
"6254","X-1948.binimetinib","abc","-25.0528"
"6255","X-1948.binimetinib","TGI","-0.0088"
"6256","X-1948.binimetinib-3.5mpk","angle","-2.8855"
"6257","X-1948.binimetinib-3.5mpk","abc","-70.3085"
"6258","X-1948.binimetinib-3.5mpk","TGI","5.8403"
"6259","X-1948.BKM120","angle","58.4150"
"6260","X-1948.BKM120","abc","33.2542"
"6261","X-1948.BKM120","TGI","-2.8582"
"6262","X-1948.BKM120 + binimetinib","angle","5.2497"
"6263","X-1948.BKM120 + binimetinib","abc","-45.6142"
"6264","X-1948.BKM120 + binimetinib","TGI","-4.1523"
"6265","X-1948.BKM120 + LDE225","angle","21.9124"
"6266","X-1948.BKM120 + LDE225","abc","36.7482"
"6267","X-1948.BKM120 + LDE225","TGI","-3.3640"
"6268","X-1948.BYL719","angle","55.0175"
"6269","X-1948.BYL719","abc","125.3103"
"6270","X-1948.BYL719","TGI","-45.7377"
"6271","X-1948.BYL719 + LJM716","angle","0.9657"
"6272","X-1948.BYL719 + LJM716","abc","-106.8405"
"6273","X-1948.BYL719 + LJM716","TGI","-1.6720"
"6274","X-1948.CLR457","angle","-6.3455"
"6275","X-1948.CLR457","abc","-361.5283"
"6276","X-1948.CLR457","TGI","17.0998"
"6277","X-1948.figitumumab","angle","6.1053"
"6278","X-1948.figitumumab","abc","-7.5901"
"6279","X-1948.figitumumab","TGI","-1.1857"
"6280","X-1948.figitumumab + binimetinib","angle","-11.0007"
"6281","X-1948.figitumumab + binimetinib","abc","-245.6831"
"6282","X-1948.figitumumab + binimetinib","TGI","24.6667"
"6283","X-1948.gemcitabine-50mpk","angle","5.6167"
"6284","X-1948.gemcitabine-50mpk","abc","-1.9242"
"6285","X-1948.gemcitabine-50mpk","TGI","-2.3557"
"6286","X-1948.HDM201","angle","2.3878"
"6287","X-1948.HDM201","abc","0.8589"
"6288","X-1948.HDM201","TGI","-31.2907"
"6289","X-1948.INC424","angle","3.2092"
"6290","X-1948.INC424","abc","32.0112"
"6291","X-1948.INC424","TGI","-4.8402"
"6292","X-1948.INC424 + binimetinib","angle","3.4382"
"6293","X-1948.INC424 + binimetinib","abc","-0.2491"
"6294","X-1948.INC424 + binimetinib","TGI","-12.9431"
"6295","X-1948.LEE011","angle","-2.2535"
"6296","X-1948.LEE011","abc","-111.4836"
"6297","X-1948.LEE011","TGI","-5.5122"
"6298","X-1948.LKA136","angle","-6.1505"
"6299","X-1948.LKA136","abc","-97.0241"
"6300","X-1948.LKA136","TGI","4.0191"
"6301","X-1948.trametinib","angle","122.2422"
"6302","X-1948.trametinib","abc","185.5078"
"6303","X-1948.trametinib","TGI","-102.2500"
"6304","X-1948.WNT974","angle","-8.5763"
"6305","X-1948.WNT974","abc","-305.0583"
"6306","X-1948.WNT974","TGI","5.7236"
"6307","X-1959.binimetinib","angle","NA"
"6308","X-1959.binimetinib","abc","NA"
"6309","X-1959.binimetinib","TGI","NA"
"6310","X-1959.BKM120 + binimetinib","angle","NA"
"6311","X-1959.BKM120 + binimetinib","abc","NA"
"6312","X-1959.BKM120 + binimetinib","TGI","NA"
"6313","X-1959.gemcitabine-50mpk","angle","NA"
"6314","X-1959.gemcitabine-50mpk","abc","NA"
"6315","X-1959.gemcitabine-50mpk","TGI","NA"
"6316","X-1959.INC424 + binimetinib","angle","NA"
"6317","X-1959.INC424 + binimetinib","abc","NA"
"6318","X-1959.INC424 + binimetinib","TGI","NA"
"6319","X-1959.LEE011","angle","NA"
"6320","X-1959.LEE011","abc","NA"
"6321","X-1959.LEE011","TGI","NA"
"6322","X-1979.LFW527 + binimetinib","angle","NA"
"6323","X-1979.LFW527 + binimetinib","abc","NA"
"6324","X-1979.LFW527 + binimetinib","TGI","NA"
"6325","X-1980.BGJ398","angle","-1.1220"
"6326","X-1980.BGJ398","abc","-290.6441"
"6327","X-1980.BGJ398","TGI","-11.5282"
"6328","X-1980.binimetinib","angle","78.6077"
"6329","X-1980.binimetinib","abc","621.6676"
"6330","X-1980.binimetinib","TGI","37.4093"
"6331","X-1980.BKM120","angle","138.9177"
"6332","X-1980.BKM120","abc","591.2210"
"6333","X-1980.BKM120","TGI","-375.0625"
"6334","X-1980.BKM120 + binimetinib","angle","92.1857"
