"","drug","model.id","response_type","value"
"10390","BKM120 + binimetinib","X.1870.BK20.biib","survival","133.0000"
"10391","BYL719","X.1870.BY19","mRECIST","PD"
"10392","BYL719","X.1870.BY19","best.average.response","36.8139"
"10393","BYL719","X.1870.BY19","slope","82.8769"
"10394","BYL719","X.1870.BY19","AUC","434.5105"
"10395","BYL719","X.1870.BY19","survival","64.0000"
"10396","BYL719 + LGH447","X.1870.BY19.LG47","mRECIST","SD"
"10397","BYL719 + LGH447","X.1870.BY19.LG47","best.average.response","-14.1059"
"10398","BYL719 + LGH447","X.1870.BY19.LG47","slope","79.5006"
"10399","BYL719 + LGH447","X.1870.BY19.LG47","AUC","347.7190"
"10400","BYL719 + LGH447","X.1870.BY19.LG47","survival","98.0000"
"10401","BYL719 + LJM716","X.1870.BY19.LJ16","mRECIST","SD"
"10402","BYL719 + LJM716","X.1870.BY19.LJ16","best.average.response","-11.1831"
"10403","BYL719 + LJM716","X.1870.BY19.LJ16","slope","34.5148"
"10404","BYL719 + LJM716","X.1870.BY19.LJ16","AUC","185.7286"
"10405","BYL719 + LJM716","X.1870.BY19.LJ16","survival","92.0000"
"10406","cetuximab","X.1870.ceab","mRECIST","SD"
"10407","cetuximab","X.1870.ceab","best.average.response","8.9864"
"10408","cetuximab","X.1870.ceab","slope","81.3863"
"10409","cetuximab","X.1870.ceab","AUC","401.9720"
"10410","cetuximab","X.1870.ceab","survival","95.0000"
"10411","CGM097","X.1870.CG97","mRECIST","PD"
"10412","CGM097","X.1870.CG97","best.average.response","11.0781"
"10413","CGM097","X.1870.CG97","slope","81.3919"
"10414","CGM097","X.1870.CG97","AUC","391.8298"
"10415","CGM097","X.1870.CG97","survival","71.0000"
"10416","CKX620","X.1870.CK20","mRECIST","SD"
"10417","CKX620","X.1870.CK20","best.average.response","-20.5935"
"10418","CKX620","X.1870.CK20","slope","-29.6702"
"10419","CKX620","X.1870.CK20","AUC","154.2415"
"10420","CKX620","X.1870.CK20","survival","106.0000"
"10421","CLR457","X.1870.CL57","mRECIST","SD"
"10422","CLR457","X.1870.CL57","best.average.response","3.3104"
"10423","CLR457","X.1870.CL57","slope","77.8013"
"10424","CLR457","X.1870.CL57","AUC","319.8000"
"10425","CLR457","X.1870.CL57","survival","84.0000"
"10426","erlotinib","X.1870.erib","mRECIST","SD"
"10427","erlotinib","X.1870.erib","best.average.response","-14.5501"
"10428","erlotinib","X.1870.erib","slope","78.3576"
"10429","erlotinib","X.1870.erib","AUC","284.3288"
"10430","erlotinib","X.1870.erib","survival","40.0000"
"10431","HDM201","X.1870.HD01","mRECIST","SD"
"10432","HDM201","X.1870.HD01","best.average.response","15.5390"
"10433","HDM201","X.1870.HD01","slope","65.9058"
"10434","HDM201","X.1870.HD01","AUC","291.4105"
"10435","HDM201","X.1870.HD01","survival","79.0000"
"10436","HSP990","X.1870.HS90","mRECIST",NA
"10437","HSP990","X.1870.HS90","best.average.response","NA"
"10438","HSP990","X.1870.HS90","slope","-53.6991"
"10439","HSP990","X.1870.HS90","AUC","194.9182"
"10440","HSP990","X.1870.HS90","survival","11.0000"
"10441","LCL161 + paclitaxel","X.1870.LC61.pael","mRECIST","PR"
"10442","LCL161 + paclitaxel","X.1870.LC61.pael","best.average.response","-55.1858"
"10443","LCL161 + paclitaxel","X.1870.LC61.pael","slope","-72.8425"
"10444","LCL161 + paclitaxel","X.1870.LC61.pael","AUC","86.7907"
"10445","LCL161 + paclitaxel","X.1870.LC61.pael","survival","129.0000"
"10446","LEE011","X.1870.LE11","mRECIST","SD"
"10447","LEE011","X.1870.LE11","best.average.response","16.4812"
"10448","LEE011","X.1870.LE11","slope","80.6060"
"10449","LEE011","X.1870.LE11","AUC","349.6412"
"10450","LEE011","X.1870.LE11","survival","74.0000"
"10451","LFW527 + binimetinib","X.1870.LF27.biib","mRECIST","SD"
"10452","LFW527 + binimetinib","X.1870.LF27.biib","best.average.response","10.6873"
"10453","LFW527 + binimetinib","X.1870.LF27.biib","slope","66.0095"
"10454","LFW527 + binimetinib","X.1870.LF27.biib","AUC","228.9748"
"10455","LFW527 + binimetinib","X.1870.LF27.biib","survival","90.0000"
"10456","LGH447","X.1870.LG47","mRECIST","SD"
"10457","LGH447","X.1870.LG47","best.average.response","22.3001"
"10458","LGH447","X.1870.LG47","slope","78.2520"
"10459","LGH447","X.1870.LG47","AUC","294.2598"
"10460","LGH447","X.1870.LG47","survival","78.0000"
"10461","LLM871","X.1870.LL71","mRECIST","SD"
"10462","LLM871","X.1870.LL71","best.average.response","-8.0695"
"10463","LLM871","X.1870.LL71","slope","68.5359"
"10464","LLM871","X.1870.LL71","AUC","259.7175"
"10465","LLM871","X.1870.LL71","survival","108.0000"
"10466","paclitaxel","X.1870.pael","mRECIST","SD"
"10467","paclitaxel","X.1870.pael","best.average.response","-4.1142"
"10468","paclitaxel","X.1870.pael","slope","66.7591"
"10469","paclitaxel","X.1870.pael","AUC","279.8169"
"10470","paclitaxel","X.1870.pael","survival","73.0000"
"10471","untreated","X.1870.uned","mRECIST","SD"
"10472","untreated","X.1870.uned","best.average.response","-11.2518"
"10473","untreated","X.1870.uned","slope","71.2328"
"10474","untreated","X.1870.uned","AUC","225.5877"
"10475","untreated","X.1870.uned","survival","110.0000"
"10476","binimetinib","X.1906.biib","mRECIST","CR"
"10477","binimetinib","X.1906.biib","best.average.response","-63.7551"
"10478","binimetinib","X.1906.biib","slope","-74.4017"
"10479","binimetinib","X.1906.biib","AUC","63.5536"
"10480","binimetinib","X.1906.biib","survival","162.0000"
"10481","BKM120","X.1906.BK20","mRECIST","SD"
"10482","BKM120","X.1906.BK20","best.average.response","6.5694"
"10483","BKM120","X.1906.BK20","slope","76.2292"
"10484","BKM120","X.1906.BK20","AUC","286.7053"
"10485","BKM120","X.1906.BK20","survival","47.0000"
"10486","BKM120 + encorafenib","X.1906.BK20.enib","mRECIST","CR"
"10487","BKM120 + encorafenib","X.1906.BK20.enib","best.average.response","-83.7919"
"10488","BKM120 + encorafenib","X.1906.BK20.enib","slope","-79.2743"
"10489","BKM120 + encorafenib","X.1906.BK20.enib","AUC","34.1851"
"10490","BKM120 + encorafenib","X.1906.BK20.enib","survival","401.0000"
"10491","CGM097","X.1906.CG97","mRECIST","PD"
"10492","CGM097","X.1906.CG97","best.average.response","44.8330"
"10493","CGM097","X.1906.CG97","slope","88.1719"
"10494","CGM097","X.1906.CG97","AUC","492.3164"
"10495","CGM097","X.1906.CG97","survival","21.0000"
"10496","CLR457","X.1906.CL57","mRECIST","SD"
"10497","CLR457","X.1906.CL57","best.average.response","17.2129"
"10498","CLR457","X.1906.CL57","slope","61.7565"
"10499","CLR457","X.1906.CL57","AUC","247.6920"
"10500","CLR457","X.1906.CL57","survival","63.0000"
"10501","dacarbazine","X.1906.dane","mRECIST","PD"
"10502","dacarbazine","X.1906.dane","best.average.response","19.5051"
"10503","dacarbazine","X.1906.dane","slope","79.5427"
"10504","dacarbazine","X.1906.dane","AUC","316.2036"
"10505","dacarbazine","X.1906.dane","survival","45.0000"
"10506","encorafenib","X.1906.enib","mRECIST","CR"
"10507","encorafenib","X.1906.enib","best.average.response","-77.5158"
"10508","encorafenib","X.1906.enib","slope","-77.5002"
"10509","encorafenib","X.1906.enib","AUC","36.6983"
"10510","encorafenib","X.1906.enib","survival","315.0000"
"10511","encorafenib + binimetinib","X.1906.enib.biib","mRECIST","CR"
"10512","encorafenib + binimetinib","X.1906.enib.biib","best.average.response","-87.1453"
"10513","encorafenib + binimetinib","X.1906.enib.biib","slope","-78.8133"
"10514","encorafenib + binimetinib","X.1906.enib.biib","AUC","17.4319"
"10515","encorafenib + binimetinib","X.1906.enib.biib","survival","339.0000"
"10516","LDE225","X.1906.LD25","mRECIST","PD"
"10517","LDE225","X.1906.LD25","best.average.response","101.8768"
"10518","LDE225","X.1906.LD25","slope","88.8038"
"10519","LDE225","X.1906.LD25","AUC","657.2414"
"10520","LDE225","X.1906.LD25","survival","21.0000"
"10521","LDK378","X.1906.LD78","mRECIST","PD"
"10522","LDK378","X.1906.LD78","best.average.response","36.9415"
"10523","LDK378","X.1906.LD78","slope","86.1335"
"10524","LDK378","X.1906.LD78","AUC","328.2693"
"10525","LDK378","X.1906.LD78","survival","21.0000"
"10526","LEE011","X.1906.LE11","mRECIST","PR"
"10527","LEE011","X.1906.LE11","best.average.response","-26.2471"
"10528","LEE011","X.1906.LE11","slope","-65.1255"
"10529","LEE011","X.1906.LE11","AUC","144.0791"
"10530","LEE011","X.1906.LE11","survival","315.0000"
"10531","LEE011 + binimetinib","X.1906.LE11.biib","mRECIST","CR"
"10532","LEE011 + binimetinib","X.1906.LE11.biib","best.average.response","-89.1660"
"10533","LEE011 + binimetinib","X.1906.LE11.biib","slope","-79.1185"
"10534","LEE011 + binimetinib","X.1906.LE11.biib","AUC","21.2835"
"10535","LEE011 + binimetinib","X.1906.LE11.biib","survival","399.0000"
"10536","LEE011 + encorafenib","X.1906.LE11.enib","mRECIST","CR"
"10537","LEE011 + encorafenib","X.1906.LE11.enib","best.average.response","-73.5124"
"10538","LEE011 + encorafenib","X.1906.LE11.enib","slope","-79.6955"
"10539","LEE011 + encorafenib","X.1906.LE11.enib","AUC","54.1454"
"10540","LEE011 + encorafenib","X.1906.LE11.enib","survival","395.0000"
"10541","LGW813","X.1906.LG13","mRECIST","PD"
"10542","LGW813","X.1906.LG13","best.average.response","33.3368"
"10543","LGW813","X.1906.LG13","slope","87.4534"
"10544","LGW813","X.1906.LG13","AUC","441.7176"
"10545","LGW813","X.1906.LG13","survival","21.0000"
"10546","TAS266","X.1906.TA66","mRECIST","SD"
"10547","TAS266","X.1906.TA66","best.average.response","-37.7462"
"10548","TAS266","X.1906.TA66","slope","75.8518"
"10549","TAS266","X.1906.TA66","AUC","207.4898"
"10550","TAS266","X.1906.TA66","survival","27.0000"
"10551","untreated","X.1906.uned","mRECIST","PD"
"10552","untreated","X.1906.uned","best.average.response","58.3887"
"10553","untreated","X.1906.uned","slope","88.0905"
"10554","untreated","X.1906.uned","AUC","503.3757"
"10555","untreated","X.1906.uned","survival","21.0000"
"10556","WNT974","X.1906.WN74","mRECIST","PD"
"10557","WNT974","X.1906.WN74","best.average.response","174.2328"
"10558","WNT974","X.1906.WN74","slope","89.1456"
"10559","WNT974","X.1906.WN74","AUC","735.6962"
"10560","WNT974","X.1906.WN74","survival","17.0000"
"10561","BGJ398","X.1916.BG98","mRECIST","PD"
"10562","BGJ398","X.1916.BG98","best.average.response","54.5089"
"10563","BGJ398","X.1916.BG98","slope","88.3344"
"10564","BGJ398","X.1916.BG98","AUC","679.6778"
"10565","BGJ398","X.1916.BG98","survival","27.0000"
"10566","binimetinib","X.1916.biib","mRECIST","PD"
"10567","binimetinib","X.1916.biib","best.average.response","48.8849"
"10568","binimetinib","X.1916.biib","slope","88.0830"
"10569","binimetinib","X.1916.biib","AUC","443.8000"
"10570","binimetinib","X.1916.biib","survival","19.0000"
"10571","BKM120","X.1916.BK20","mRECIST","PD"
"10572","BKM120","X.1916.BK20","best.average.response","25.7568"
"10573","BKM120","X.1916.BK20","slope","84.8168"
"10574","BKM120","X.1916.BK20","AUC","404.4845"
"10575","BKM120","X.1916.BK20","survival","42.0000"
"10576","BYL719","X.1916.BY19","mRECIST","PD"
"10577","BYL719","X.1916.BY19","best.average.response","63.6980"
"10578","BYL719","X.1916.BY19","slope","88.8539"
"10579","BYL719","X.1916.BY19","AUC","574.7118"
"10580","BYL719","X.1916.BY19","survival","17.0000"
"10581","BYL719 + LEE011","X.1916.BY19.LE11","mRECIST","PD"
"10582","BYL719 + LEE011","X.1916.BY19.LE11","best.average.response","47.4701"
"10583","BYL719 + LEE011","X.1916.BY19.LE11","slope","88.1738"
"10584","BYL719 + LEE011","X.1916.BY19.LE11","AUC","610.6107"
"10585","BYL719 + LEE011","X.1916.BY19.LE11","survival","28.0000"
"10586","BYL719 + LJM716","X.1916.BY19.LJ16","mRECIST","SD"
"10587","BYL719 + LJM716","X.1916.BY19.LJ16","best.average.response","-18.6000"
"10588","BYL719 + LJM716","X.1916.BY19.LJ16","slope","-82.2845"
"10589","BYL719 + LJM716","X.1916.BY19.LJ16","AUC","182.9393"
"10590","BYL719 + LJM716","X.1916.BY19.LJ16","survival","14.0000"
"10591","CGM097","X.1916.CG97","mRECIST","PD"
"10592","CGM097","X.1916.CG97","best.average.response","23.5926"
"10593","CGM097","X.1916.CG97","slope","87.3424"
"10594","CGM097","X.1916.CG97","AUC","391.6405"
"10595","CGM097","X.1916.CG97","survival","21.0000"
"10596","CLR457","X.1916.CL57","mRECIST","SD"
"10597","CLR457","X.1916.CL57","best.average.response","15.0246"
"10598","CLR457","X.1916.CL57","slope","83.0182"
"10599","CLR457","X.1916.CL57","AUC","376.5060"
"10600","CLR457","X.1916.CL57","survival","50.0000"
"10601","HDM201","X.1916.HD01","mRECIST","PD"
"10602","HDM201","X.1916.HD01","best.average.response","67.8411"
"10603","HDM201","X.1916.HD01","slope","88.9305"
"10604","HDM201","X.1916.HD01","AUC","514.3929"
"10605","HDM201","X.1916.HD01","survival","14.0000"
"10606","INC424","X.1916.IN24","mRECIST",NA
"10607","INC424","X.1916.IN24","best.average.response","NA"
"10608","INC424","X.1916.IN24","slope","89.3647"
"10609","INC424","X.1916.IN24","AUC","728.2375"
"10610","INC424","X.1916.IN24","survival","12.0000"
"10611","LEE011","X.1916.LE11","mRECIST","PD"
"10612","LEE011","X.1916.LE11","best.average.response","35.7409"
"10613","LEE011","X.1916.LE11","slope","87.2381"
"10614","LEE011","X.1916.LE11","AUC","409.3929"
"10615","LEE011","X.1916.LE11","survival","21.0000"
"10616","LEE011 + everolimus","X.1916.LE11.evus","mRECIST","PD"
"10617","LEE011 + everolimus","X.1916.LE11.evus","best.average.response","15.5328"
"10618","LEE011 + everolimus","X.1916.LE11.evus","slope","86.1413"
"10619","LEE011 + everolimus","X.1916.LE11.evus","AUC","389.8357"
"10620","LEE011 + everolimus","X.1916.LE11.evus","survival","28.0000"
"10621","LFA102","X.1916.LF02","mRECIST","PD"
"10622","LFA102","X.1916.LF02","best.average.response","14.6104"
"10623","LFA102","X.1916.LF02","slope","85.2922"
"10624","LFA102","X.1916.LF02","AUC","365.8214"
"10625","LFA102","X.1916.LF02","survival","28.0000"
"10626","LFW527 + everolimus","X.1916.LF27.evus","mRECIST","SD"
"10627","LFW527 + everolimus","X.1916.LF27.evus","best.average.response","15.9785"
"10628","LFW527 + everolimus","X.1916.LF27.evus","slope","83.4120"
"10629","LFW527 + everolimus","X.1916.LF27.evus","AUC","399.1187"
"10630","LFW527 + everolimus","X.1916.LF27.evus","survival","59.0000"
"10631","LJM716","X.1916.LJ16","mRECIST","SD"
"10632","LJM716","X.1916.LJ16","best.average.response","0.9859"
"10633","LJM716","X.1916.LJ16","slope","84.7192"
"10634","LJM716","X.1916.LJ16","AUC","464.6900"
"10635","LJM716","X.1916.LJ16","survival","50.0000"
"10636","LJM716 + trastuzumab","X.1916.LJ16.trab","mRECIST","PR"
"10637","LJM716 + trastuzumab","X.1916.LJ16.trab","best.average.response","-39.0155"
"10638","LJM716 + trastuzumab","X.1916.LJ16.trab","slope","27.3088"
"10639","LJM716 + trastuzumab","X.1916.LJ16.trab","AUC","183.0259"
"10640","LJM716 + trastuzumab","X.1916.LJ16.trab","survival","83.0000"
"10641","LKA136","X.1916.LK36","mRECIST","SD"
"10642","LKA136","X.1916.LK36","best.average.response","11.2606"
"10643","LKA136","X.1916.LK36","slope","84.7923"
"10644","LKA136","X.1916.LK36","AUC","323.2381"
"10645","LKA136","X.1916.LK36","survival","21.0000"
"10646","LLM871","X.1916.LL71","mRECIST","PD"
"10647","LLM871","X.1916.LL71","best.average.response","35.2624"
"10648","LLM871","X.1916.LL71","slope","88.4544"
"10649","LLM871","X.1916.LL71","AUC","584.1583"
"10650","LLM871","X.1916.LL71","survival","24.0000"
"10651","paclitaxel","X.1916.pael","mRECIST","PD"
"10652","paclitaxel","X.1916.pael","best.average.response","40.2346"
"10653","paclitaxel","X.1916.pael","slope","86.6999"
"10654","paclitaxel","X.1916.pael","AUC","441.1482"
"10655","paclitaxel","X.1916.pael","survival","28.0000"
"10656","tamoxifen","X.1916.taen","mRECIST","PD"
"10657","tamoxifen","X.1916.taen","best.average.response","43.7196"
"10658","tamoxifen","X.1916.taen","slope","87.7579"
"10659","tamoxifen","X.1916.taen","AUC","406.7605"
"10660","tamoxifen","X.1916.taen","survival","19.0000"
"10661","trastuzumab","X.1916.trab","mRECIST","PD"
"10662","trastuzumab","X.1916.trab","best.average.response","30.4494"
"10663","trastuzumab","X.1916.trab","slope","87.4932"
"10664","trastuzumab","X.1916.trab","AUC","512.6839"
"10665","trastuzumab","X.1916.trab","survival","28.0000"
"10666","untreated","X.1916.uned","mRECIST","PD"
"10667","untreated","X.1916.uned","best.average.response","44.8236"
"10668","untreated","X.1916.uned","slope","88.2947"
"10669","untreated","X.1916.uned","AUC","634.8786"
"10670","untreated","X.1916.uned","survival","28.0000"
"10671","BGJ398","X.1921.BG98","mRECIST","PD"
"10672","BGJ398","X.1921.BG98","best.average.response","36.9066"
"10673","BGJ398","X.1921.BG98","slope","82.8847"
"10674","BGJ398","X.1921.BG98","AUC","516.0158"
"10675","BGJ398","X.1921.BG98","survival","81.0000"
"10676","binimetinib","X.1921.biib","mRECIST","SD"
"10677","binimetinib","X.1921.biib","best.average.response","3.6591"
"10678","binimetinib","X.1921.biib","slope","74.0430"
"10679","binimetinib","X.1921.biib","AUC","302.9712"
"10680","binimetinib","X.1921.biib","survival","59.0000"
"10681","BKM120","X.1921.BK20","mRECIST","SD"
"10682","BKM120","X.1921.BK20","best.average.response","-3.5125"
"10683","BKM120","X.1921.BK20","slope","77.8955"
"10684","BKM120","X.1921.BK20","AUC","323.1742"
"10685","BKM120","X.1921.BK20","survival","88.0000"
"10686","BYL719","X.1921.BY19","mRECIST","SD"
"10687","BYL719","X.1921.BY19","best.average.response","7.7591"
"10688","BYL719","X.1921.BY19","slope","69.9135"
"10689","BYL719","X.1921.BY19","AUC","274.0153"
"10690","BYL719","X.1921.BY19","survival","94.0000"
"10691","BYL719 + LEE011","X.1921.BY19.LE11","mRECIST","SD"
"10692","BYL719 + LEE011","X.1921.BY19.LE11","best.average.response","-25.3219"
"10693","BYL719 + LEE011","X.1921.BY19.LE11","slope","-49.8947"
"10694","BYL719 + LEE011","X.1921.BY19.LE11","AUC","183.7883"
"10695","BYL719 + LEE011","X.1921.BY19.LE11","survival","140.0000"
"10696","BYL719 + LJM716","X.1921.BY19.LJ16","mRECIST","SD"
"10697","BYL719 + LJM716","X.1921.BY19.LJ16","best.average.response","3.7893"
"10698","BYL719 + LJM716","X.1921.BY19.LJ16","slope","82.3136"
"10699","BYL719 + LJM716","X.1921.BY19.LJ16","AUC","410.5608"
"10700","BYL719 + LJM716","X.1921.BY19.LJ16","survival","67.0000"
"10701","CGM097","X.1921.CG97","mRECIST","PD"
"10702","CGM097","X.1921.CG97","best.average.response","46.0508"
"10703","CGM097","X.1921.CG97","slope","87.7301"
"10704","CGM097","X.1921.CG97","AUC","670.2882"
"10705","CGM097","X.1921.CG97","survival","38.0000"
"10706","CLR457","X.1921.CL57","mRECIST","SD"
"10707","CLR457","X.1921.CL57","best.average.response","-25.5178"
"10708","CLR457","X.1921.CL57","slope","-32.6809"
"10709","CLR457","X.1921.CL57","AUC","207.6144"
"10710","CLR457","X.1921.CL57","survival","175.0000"
"10711","HDM201","X.1921.HD01","mRECIST","PD"
"10712","HDM201","X.1921.HD01","best.average.response","34.7838"
"10713","HDM201","X.1921.HD01","slope","83.4477"
"10714","HDM201","X.1921.HD01","AUC","399.1207"
"10715","HDM201","X.1921.HD01","survival","46.0000"
"10716","INC424","X.1921.IN24","mRECIST","PD"
"10717","INC424","X.1921.IN24","best.average.response","61.3106"
"10718","INC424","X.1921.IN24","slope","86.5020"
"10719","INC424","X.1921.IN24","AUC","642.1925"
"10720","INC424","X.1921.IN24","survival","53.0000"
"10721","LEE011","X.1921.LE11","mRECIST","SD"
"10722","LEE011","X.1921.LE11","best.average.response","-19.7160"
"10723","LEE011","X.1921.LE11","slope","-54.0179"
"10724","LEE011","X.1921.LE11","AUC","190.0433"
"10725","LEE011","X.1921.LE11","survival","151.0000"
"10726","LEE011 + everolimus","X.1921.LE11.evus","mRECIST","SD"
"10727","LEE011 + everolimus","X.1921.LE11.evus","best.average.response","-6.6651"
"10728","LEE011 + everolimus","X.1921.LE11.evus","slope","-47.5020"
"10729","LEE011 + everolimus","X.1921.LE11.evus","AUC","272.5550"
"10730","LEE011 + everolimus","X.1921.LE11.evus","survival","84.0000"
"10731","LFA102","X.1921.LF02","mRECIST","PD"
"10732","LFA102","X.1921.LF02","best.average.response","31.9192"
"10733","LFA102","X.1921.LF02","slope","86.8854"
"10734","LFA102","X.1921.LF02","AUC","620.4829"
"10735","LFA102","X.1921.LF02","survival","41.0000"
"10736","LFW527 + everolimus","X.1921.LF27.evus","mRECIST","SD"
"10737","LFW527 + everolimus","X.1921.LF27.evus","best.average.response","-3.4630"
"10738","LFW527 + everolimus","X.1921.LF27.evus","slope","-2.9401"
"10739","LFW527 + everolimus","X.1921.LF27.evus","AUC","261.0620"
"10740","LFW527 + everolimus","X.1921.LF27.evus","survival","109.0000"
"10741","LJM716","X.1921.LJ16","mRECIST","PD"
"10742","LJM716","X.1921.LJ16","best.average.response","24.0380"
"10743","LJM716","X.1921.LJ16","slope","86.6844"
"10744","LJM716","X.1921.LJ16","AUC","458.9868"
"10745","LJM716","X.1921.LJ16","survival","34.0000"
"10746","LJM716 + trastuzumab","X.1921.LJ16.trab","mRECIST","PD"
"10747","LJM716 + trastuzumab","X.1921.LJ16.trab","best.average.response","42.9695"
"10748","LJM716 + trastuzumab","X.1921.LJ16.trab","slope","86.7057"
"10749","LJM716 + trastuzumab","X.1921.LJ16.trab","AUC","616.0812"
"10750","LJM716 + trastuzumab","X.1921.LJ16.trab","survival","48.0000"
"10751","LKA136","X.1921.LK36","mRECIST","PD"
"10752","LKA136","X.1921.LK36","best.average.response","50.6046"
"10753","LKA136","X.1921.LK36","slope","87.8207"
"10754","LKA136","X.1921.LK36","AUC","501.9240"
"10755","LKA136","X.1921.LK36","survival","25.0000"
"10756","LLM871","X.1921.LL71","mRECIST","PD"
"10757","LLM871","X.1921.LL71","best.average.response","29.6882"
"10758","LLM871","X.1921.LL71","slope","86.0802"
"10759","LLM871","X.1921.LL71","AUC","601.9191"
"10760","LLM871","X.1921.LL71","survival","55.0000"
"10761","paclitaxel","X.1921.pael","mRECIST","PD"
"10762","paclitaxel","X.1921.pael","best.average.response","26.2095"
"10763","paclitaxel","X.1921.pael","slope","87.0318"
"10764","paclitaxel","X.1921.pael","AUC","534.2632"
"10765","paclitaxel","X.1921.pael","survival","34.0000"
"10766","tamoxifen","X.1921.taen","mRECIST","SD"
"10767","tamoxifen","X.1921.taen","best.average.response","10.5516"
"10768","tamoxifen","X.1921.taen","slope","84.6066"
"10769","tamoxifen","X.1921.taen","AUC","504.1593"
"10770","tamoxifen","X.1921.taen","survival","66.0000"
"10771","trastuzumab","X.1921.trab","mRECIST","PD"
"10772","trastuzumab","X.1921.trab","best.average.response","36.6131"
"10773","trastuzumab","X.1921.trab","slope","86.5657"
"10774","trastuzumab","X.1921.trab","AUC","650.0491"
"10775","trastuzumab","X.1921.trab","survival","55.0000"
"10776","untreated","X.1921.uned","mRECIST","PD"
"10777","untreated","X.1921.uned","best.average.response","38.4959"
"10778","untreated","X.1921.uned","slope","87.3883"
"10779","untreated","X.1921.uned","AUC","799.3769"
"10780","untreated","X.1921.uned","survival","52.0000"
"10781","BGJ398","X.1934.BG98","mRECIST","SD"
"10782","BGJ398","X.1934.BG98","best.average.response","-16.4118"
"10783","BGJ398","X.1934.BG98","slope","88.0032"
"10784","BGJ398","X.1934.BG98","AUC","405.8846"
"10785","BGJ398","X.1934.BG98","survival","26.0000"
"10786","binimetinib","X.1934.biib","mRECIST","PD"
"10787","binimetinib","X.1934.biib","best.average.response","101.1240"
"10788","binimetinib","X.1934.biib","slope","88.8393"
"10789","binimetinib","X.1934.biib","AUC","539.3533"
"10790","binimetinib","X.1934.biib","survival","15.0000"
"10791","BKM120","X.1934.BK20","mRECIST",NA
"10792","BKM120","X.1934.BK20","best.average.response","NA"
"10793","BKM120","X.1934.BK20","slope","89.0649"
"10794","BKM120","X.1934.BK20","AUC","590.1292"
"10795","BKM120","X.1934.BK20","survival","12.0000"
"10796","BKM120 + binimetinib","X.1934.BK20.biib","mRECIST","PD"
"10797","BKM120 + binimetinib","X.1934.BK20.biib","best.average.response","65.6045"
"10798","BKM120 + binimetinib","X.1934.BK20.biib","slope","85.5419"
"10799","BKM120 + binimetinib","X.1934.BK20.biib","AUC","436.3800"
"10800","BKM120 + binimetinib","X.1934.BK20.biib","survival","40.0000"
"10801","BYL719","X.1934.BY19","mRECIST",NA
"10802","BYL719","X.1934.BY19","best.average.response","NA"
"10803","BYL719","X.1934.BY19","slope","88.5376"
"10804","BYL719","X.1934.BY19","AUC","423.4682"
"10805","BYL719","X.1934.BY19","survival","11.0000"
"10806","BYL719 + LGH447","X.1934.BY19.LG47","mRECIST",NA
"10807","BYL719 + LGH447","X.1934.BY19.LG47","best.average.response","NA"
"10808","BYL719 + LGH447","X.1934.BY19.LG47","slope","89.0624"
"10809","BYL719 + LGH447","X.1934.BY19.LG47","AUC","506.8929"
"10810","BYL719 + LGH447","X.1934.BY19.LG47","survival","7.0000"
"10811","BYL719 + LJM716","X.1934.BY19.LJ16","mRECIST","SD"
"10812","BYL719 + LJM716","X.1934.BY19.LJ16","best.average.response","-8.3186"
"10813","BYL719 + LJM716","X.1934.BY19.LJ16","slope","85.5399"
"10814","BYL719 + LJM716","X.1934.BY19.LJ16","AUC","239.0237"
"10815","BYL719 + LJM716","X.1934.BY19.LJ16","survival","19.0000"
"10816","cetuximab","X.1934.ceab","mRECIST",NA
"10817","cetuximab","X.1934.ceab","best.average.response","NA"
"10818","cetuximab","X.1934.ceab","slope","89.3653"
"10819","cetuximab","X.1934.ceab","AUC","669.0955"
"10820","cetuximab","X.1934.ceab","survival","11.0000"
"10821","CGM097","X.1934.CG97","mRECIST",NA
"10822","CGM097","X.1934.CG97","best.average.response","NA"
"10823","CGM097","X.1934.CG97","slope","88.7641"
"10824","CGM097","X.1934.CG97","AUC","417.1125"
"10825","CGM097","X.1934.CG97","survival","12.0000"
"10826","CKX620","X.1934.CK20","mRECIST",NA
"10827","CKX620","X.1934.CK20","best.average.response","NA"
"10828","CKX620","X.1934.CK20","slope","88.7375"
"10829","CKX620","X.1934.CK20","AUC","378.6071"
"10830","CKX620","X.1934.CK20","survival","7.0000"
"10831","CLR457","X.1934.CL57","mRECIST",NA
"10832","CLR457","X.1934.CL57","best.average.response","NA"
"10833","CLR457","X.1934.CL57","slope","88.7149"
"10834","CLR457","X.1934.CL57","AUC","368.5050"
"10835","CLR457","X.1934.CL57","survival","10.0000"
"10836","erlotinib","X.1934.erib","mRECIST",NA
"10837","erlotinib","X.1934.erib","best.average.response","NA"
"10838","erlotinib","X.1934.erib","slope","89.0704"
"10839","erlotinib","X.1934.erib","AUC","420.9714"
"10840","erlotinib","X.1934.erib","survival","7.0000"
"10841","HDM201","X.1934.HD01","mRECIST",NA
"10842","HDM201","X.1934.HD01","best.average.response","NA"
"10843","HDM201","X.1934.HD01","slope","89.6240"
"10844","HDM201","X.1934.HD01","AUC","851.2929"
"10845","HDM201","X.1934.HD01","survival","7.0000"
"10846","HSP990","X.1934.HS90","mRECIST",NA
"10847","HSP990","X.1934.HS90","best.average.response","NA"
"10848","HSP990","X.1934.HS90","slope","89.7886"
