"time"	"volume"	"model.id"	"drug"	"batch"	"exp.type"
160	143.3133312	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
163	131.5513742	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
167	149.8450496	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
170	162.0479078	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
174	167.9213016	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
177	205.1372794	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
181	158.3986394	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
184	173.547972	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
188	137.111233	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
191	139.700521	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
195	167.3933669	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
198	103.3445728	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
202	134.6462208	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
205	120.5361425	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
209	117.1891703	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
212	174.6562272	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
216	196.9902262	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
219	227.6394682	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
223	147.0262061	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
226	158.2747213	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
230	168.7155392	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
233	179.5216093	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
237	160.169984	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
240	150.4583309	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
243	147.980196	"PHLC189_P5.411-504.A4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
0	56.4727696	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
9	85.02271596	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
13	33.81820416	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
23	67.09248	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
30	101.6638667	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
37	120.8687943	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
41	175.8095539	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
44	157.1694509	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
48	164.0784179	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
51	145.0419906	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
55	158.8471622	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
58	175.4116749	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
61	175.4116749	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
62	159.3799917	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
65	186.2589414	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
69	113.7445546	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
72	129.5680506	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
76	130.4169875	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
79	123.658848	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
83	129.63964	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
86	141.0771289	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
90	130.7572926	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
93	139.274175	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
97	114.818601	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
100	112.5158325	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
104	122.9539267	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
107	138.7439206	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
111	151.2403776	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
114	121.5503016	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
118	123.8454173	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
121	161.0782202	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
125	156.37076	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
128	155.2030225	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
132	183.0382694	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
135	171.0578142	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
139	177.0082985	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
142	184.2495595	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
146	152.076288	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
153	161.1114586	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
156	163.4372813	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
160	166.718825	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
163	160.7115557	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
167	203.9378432	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
170	203.3126784	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
174	229.0520861	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
177	201.1567875	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
181	177.4038635	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
184	178.216675	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
188	162.3202714	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
191	186.3699552	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
195	162.0326406	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
198	173.300868	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
202	181.1628	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
205	168.6045067	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
209	175.1733438	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
212	148.4780544	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
216	201.504446	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
219	234.4530614	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
223	281.8396563	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
226	267.660939	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
230	192.2593587	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
233	199.1421619	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
237	183.450852	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
240	281.3761933	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
243	294.3372058	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
246	279.68759	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
251	364.5161978	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
254	283.1230584	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
258	262.4860654	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
261	402.6444724	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
265	392.6559437	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
268	425.3170522	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
272	342.0344387	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
275	307.3896576	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
279	395.3079707	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
282	348.3849096	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
286	487.2592629	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
289	531.5109514	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
293	588.3350221	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
296	654.2330803	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
300	753.5816402	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
303	797.626557	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
307	597.0392064	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
310	766.647166	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
314	885.8323074	"PHLC189_P5.411-506.B1"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
0	72.1721988	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
9	117.4396969	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
13	38.733552	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
23	61.76881568	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
30	103.1918659	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
37	100.0242776	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
41	115.128	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
44	127.6830906	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
48	148.3663943	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
51	173.795544	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
55	198.696056	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
58	257.003136	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
61	257.003136	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
62	189.4453616	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
65	160.157088	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
69	143.555776	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
72	175.4780742	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
76	157.2523763	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
79	168.5891246	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
83	157.878864	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
86	117.8335642	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
90	123.1405032	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
93	194.2016752	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
97	138.5944269	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
100	127.0586101	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
104	130.790205	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
107	110.5409406	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
111	117.897729	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
114	109.5205504	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
118	116.7181012	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
121	132.125968	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
125	132.2865248	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
128	178.6963885	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
132	159.221088	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
135	137.6106784	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
139	139.1711027	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
142	157.0471552	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
146	142.27824	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
153	118.426256	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
156	140.1727907	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
160	143.6607994	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
163	118.9249027	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
167	133.3529226	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
170	139.296768	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
174	157.5374029	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
177	177.1133562	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
181	196.4848158	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
184	169.3392646	"PHLC189_P5.411-507.B2"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
0	99.125	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
9	103.4424934	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
13	45.5093184	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
23	59.312448	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
30	85.83748368	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
37	89.917776	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
41	124.5071027	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
44	161.961463	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
48	152.314344	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
51	163.8539604	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
55	174.1809722	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
58	183.94272	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
61	183.94272	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
62	139.782423	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
65	117.273663	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
69	99.61756012	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
72	153.4764442	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
76	159.8162738	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
79	129.1393724	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
83	150.3169158	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
86	176.9426786	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
90	131.32977	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
93	161.4210712	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
97	119.5582752	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
100	152.4083558	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
104	148.657391	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
107	176.0622406	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
111	171.6352102	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
114	162.2341094	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
118	171.8049382	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
121	183.461824	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
125	167.6311	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
128	184.2665698	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
132	188.9980435	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
135	157.1021431	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
139	182.6584328	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
142	181.5474253	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
146	142.4899185	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
153	185.0263272	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
156	160.9830222	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
160	177.171852	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
163	199.180189	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
167	161.2020467	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
170	165.494745	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
174	174.2221	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
177	167.2657787	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
181	193.9782291	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
184	146.2448905	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
188	157.1486134	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
191	190.0192154	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
195	199.589546	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
198	182.980928	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
202	205.2776326	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
205	176.4268646	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
209	188.56474	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
212	198.0263303	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
216	197.407808	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
219	197.4554639	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
223	217.49715	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
226	235.2289394	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
230	264.2137898	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
233	243.1729082	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
237	224.2959264	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
240	231.6112635	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
243	228.9061611	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
246	230.9161395	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
251	246.869596	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
254	285.5759462	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
258	292.655376	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
261	288.508948	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
265	302.278392	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
268	307.5772877	"PHLC189_P5.411-509.B4"	"Vinorelbine+ Cisplatin"	"PHLC189_P5"	"treatment"
