"","batch.id","model.id","type"
"4291","X-2195.LFA102","X.2195.uned","control"
"4292","X-2195.LFA102","X.2195.LF02","treatment"
"4293","X-2195.LJM716","X.2195.uned","control"
"4294","X-2195.LJM716","X.2195.LJ16","treatment"
"4295","X-2195.LJM716 + trastuzumab","X.2195.uned","control"
"4296","X-2195.LJM716 + trastuzumab","X.2195.LJ16.trab","treatment"
"4297","X-2195.LKA136","X.2195.uned","control"
"4298","X-2195.LKA136","X.2195.LK36","treatment"
"4299","X-2195.LLM871","X.2195.uned","control"
"4300","X-2195.LLM871","X.2195.LL71","treatment"
"4301","X-2195.paclitaxel","X.2195.uned","control"
"4302","X-2195.paclitaxel","X.2195.pael","treatment"
"4303","X-2195.tamoxifen","X.2195.uned","control"
"4304","X-2195.tamoxifen","X.2195.taen","treatment"
"4305","X-2195.trastuzumab","X.2195.uned","control"
"4306","X-2195.trastuzumab","X.2195.trab","treatment"
"4307","X-2239.5FU","X.2239.uned","control"
"4308","X-2239.5FU","X.2239.5FFU","treatment"
"4309","X-2239.binimetinib","X.2239.uned","control"
"4310","X-2239.binimetinib","X.2239.biib","treatment"
"4311","X-2239.BKM120 + LJC049","X.2239.uned","control"
"4312","X-2239.BKM120 + LJC049","X.2239.BK20.LJ49","treatment"
"4313","X-2239.BYL719","X.2239.uned","control"
"4314","X-2239.BYL719","X.2239.BY19","treatment"
"4315","X-2239.BYL719 + binimetinib","X.2239.uned","control"
"4316","X-2239.BYL719 + binimetinib","X.2239.BY19.biib","treatment"
"4317","X-2239.BYL719 + cetuximab","X.2239.uned","control"
"4318","X-2239.BYL719 + cetuximab","X.2239.BY19.ceab","treatment"
"4319","X-2239.BYL719 + cetuximab + encorafenib","X.2239.uned","control"
"4320","X-2239.BYL719 + cetuximab + encorafenib","X.2239.BY19.ceab.enib","treatment"
"4321","X-2239.BYL719 + encorafenib","X.2239.uned","control"
"4322","X-2239.BYL719 + encorafenib","X.2239.BY19.enib","treatment"
"4323","X-2239.cetuximab","X.2239.uned","control"
"4324","X-2239.cetuximab","X.2239.ceab","treatment"
"4325","X-2239.cetuximab + encorafenib","X.2239.uned","control"
"4326","X-2239.cetuximab + encorafenib","X.2239.ceab.enib","treatment"
"4327","X-2239.CLR457","X.2239.uned","control"
"4328","X-2239.CLR457","X.2239.CL57","treatment"
"4329","X-2239.encorafenib","X.2239.uned","control"
"4330","X-2239.encorafenib","X.2239.enib","treatment"
"4331","X-2239.LEE011","X.2239.uned","control"
"4332","X-2239.LEE011","X.2239.LE11","treatment"
"4333","X-2239.LFW527 + binimetinib","X.2239.uned","control"
"4334","X-2239.LFW527 + binimetinib","X.2239.LF27.biib","treatment"
"4335","X-2239.LJC049","X.2239.uned","control"
"4336","X-2239.LJC049","X.2239.LJ49","treatment"
"4337","X-2283.abraxane","X.2283.abne","treatment"
"4338","X-2283.binimetinib-3.5mpk","X.2283.bipk","treatment"
"4339","X-2283.BKM120","X.2283.BK20","treatment"
"4340","X-2283.BYL719","X.2283.BY19","treatment"
"4341","X-2283.CLR457","X.2283.CL57","treatment"
"4342","X-2283.gemcitabine-50mpk","X.2283.gepk","treatment"
"4343","X-2283.HDM201","X.2283.HD01","treatment"
"4344","X-2283.INC424","X.2283.IN24","treatment"
"4345","X-2283.INC424 + binimetinib","X.2283.IN24.biib","treatment"
"4346","X-2283.LEE011","X.2283.LE11","treatment"
"4347","X-2283.LKA136","X.2283.LK36","treatment"
"4348","X-2283.trametinib","X.2283.trib","treatment"
"4349","X-2283.WNT974","X.2283.WN74","treatment"
"4350","X-2306.binimetinib","X.2306.uned","control"
"4351","X-2306.binimetinib","X.2306.biib","treatment"
"4352","X-2306.BKM120","X.2306.uned","control"
"4353","X-2306.BKM120","X.2306.BK20","treatment"
"4354","X-2306.BKM120 + encorafenib","X.2306.uned","control"
"4355","X-2306.BKM120 + encorafenib","X.2306.BK20.enib","treatment"
"4356","X-2306.CGM097","X.2306.uned","control"
"4357","X-2306.CGM097","X.2306.CG97","treatment"
"4358","X-2306.CLR457","X.2306.uned","control"
"4359","X-2306.CLR457","X.2306.CL57","treatment"
"4360","X-2306.dacarbazine","X.2306.uned","control"
"4361","X-2306.dacarbazine","X.2306.dane","treatment"
"4362","X-2306.encorafenib","X.2306.uned","control"
"4363","X-2306.encorafenib","X.2306.enib","treatment"
"4364","X-2306.encorafenib + binimetinib","X.2306.uned","control"
"4365","X-2306.encorafenib + binimetinib","X.2306.enib.biib","treatment"
"4366","X-2306.LDE225","X.2306.uned","control"
"4367","X-2306.LDE225","X.2306.LD25","treatment"
"4368","X-2306.LDK378","X.2306.uned","control"
"4369","X-2306.LDK378","X.2306.LD78","treatment"
"4370","X-2306.LEE011","X.2306.uned","control"
"4371","X-2306.LEE011","X.2306.LE11","treatment"
"4372","X-2306.LEE011 + binimetinib","X.2306.uned","control"
"4373","X-2306.LEE011 + binimetinib","X.2306.LE11.biib","treatment"
"4374","X-2306.LEE011 + encorafenib","X.2306.uned","control"
"4375","X-2306.LEE011 + encorafenib","X.2306.LE11.enib","treatment"
"4376","X-2306.LGW813","X.2306.uned","control"
"4377","X-2306.LGW813","X.2306.LG13","treatment"
"4378","X-2306.TAS266","X.2306.uned","control"
"4379","X-2306.TAS266","X.2306.TA66","treatment"
"4380","X-2306.WNT974","X.2306.uned","control"
"4381","X-2306.WNT974","X.2306.WN74","treatment"
"4382","X-2339.abraxane","X.2339.uned","control"
"4383","X-2339.abraxane","X.2339.abne","treatment"
"4384","X-2339.binimetinib","X.2339.uned","control"
"4385","X-2339.binimetinib","X.2339.biib","treatment"
"4386","X-2339.binimetinib-3.5mpk","X.2339.uned","control"
"4387","X-2339.binimetinib-3.5mpk","X.2339.bipk","treatment"
"4388","X-2339.BKM120","X.2339.uned","control"
"4389","X-2339.BKM120","X.2339.BK20","treatment"
"4390","X-2339.BKM120 + binimetinib","X.2339.uned","control"
"4391","X-2339.BKM120 + binimetinib","X.2339.BK20.biib","treatment"
"4392","X-2339.BYL719","X.2339.uned","control"
"4393","X-2339.BYL719","X.2339.BY19","treatment"
"4394","X-2339.BYL719 + LJM716","X.2339.uned","control"
"4395","X-2339.BYL719 + LJM716","X.2339.BY19.LJ16","treatment"
"4396","X-2339.CLR457","X.2339.uned","control"
"4397","X-2339.CLR457","X.2339.CL57","treatment"
"4398","X-2339.figitumumab","X.2339.uned","control"
"4399","X-2339.figitumumab","X.2339.fiab","treatment"
"4400","X-2339.figitumumab + binimetinib","X.2339.uned","control"
"4401","X-2339.figitumumab + binimetinib","X.2339.fiab.biib","treatment"
"4402","X-2339.gemcitabine-50mpk","X.2339.uned","control"
"4403","X-2339.gemcitabine-50mpk","X.2339.gepk","treatment"
"4404","X-2339.HDM201","X.2339.uned","control"
"4405","X-2339.HDM201","X.2339.HD01","treatment"
"4406","X-2339.INC424","X.2339.uned","control"
"4407","X-2339.INC424","X.2339.IN24","treatment"
"4408","X-2339.INC424 + binimetinib","X.2339.uned","control"
"4409","X-2339.INC424 + binimetinib","X.2339.IN24.biib","treatment"
"4410","X-2339.LEE011","X.2339.uned","control"
"4411","X-2339.LEE011","X.2339.LE11","treatment"
"4412","X-2339.LKA136","X.2339.uned","control"
"4413","X-2339.LKA136","X.2339.LK36","treatment"
"4414","X-2339.trametinib","X.2339.uned","control"
"4415","X-2339.trametinib","X.2339.trib","treatment"
"4416","X-2339.WNT974","X.2339.uned","control"
"4417","X-2339.WNT974","X.2339.WN74","treatment"
"4418","X-2344.BGJ398","X.2344.uned","control"
"4419","X-2344.BGJ398","X.2344.BG98","treatment"
"4420","X-2344.binimetinib","X.2344.uned","control"
"4421","X-2344.binimetinib","X.2344.biib","treatment"
"4422","X-2344.BKM120","X.2344.uned","control"
"4423","X-2344.BKM120","X.2344.BK20","treatment"
"4424","X-2344.BYL719","X.2344.uned","control"
"4425","X-2344.BYL719","X.2344.BY19","treatment"
"4426","X-2344.BYL719 + LEE011","X.2344.uned","control"
"4427","X-2344.BYL719 + LEE011","X.2344.BY19.LE11","treatment"
"4428","X-2344.BYL719 + LJM716","X.2344.uned","control"
"4429","X-2344.BYL719 + LJM716","X.2344.BY19.LJ16","treatment"
"4430","X-2344.CGM097","X.2344.uned","control"
"4431","X-2344.CGM097","X.2344.CG97","treatment"
"4432","X-2344.CLR457","X.2344.uned","control"
"4433","X-2344.CLR457","X.2344.CL57","treatment"
"4434","X-2344.HDM201","X.2344.uned","control"
"4435","X-2344.HDM201","X.2344.HD01","treatment"
"4436","X-2344.INC424","X.2344.uned","control"
"4437","X-2344.INC424","X.2344.IN24","treatment"
"4438","X-2344.LEE011","X.2344.uned","control"
"4439","X-2344.LEE011","X.2344.LE11","treatment"
"4440","X-2344.LEE011 + everolimus","X.2344.uned","control"
"4441","X-2344.LEE011 + everolimus","X.2344.LE11.evus","treatment"
"4442","X-2344.LFA102","X.2344.uned","control"
"4443","X-2344.LFA102","X.2344.LF02","treatment"
"4444","X-2344.LFW527 + everolimus","X.2344.uned","control"
"4445","X-2344.LFW527 + everolimus","X.2344.LF27.evus","treatment"
"4446","X-2344.LJM716","X.2344.uned","control"
"4447","X-2344.LJM716","X.2344.LJ16","treatment"
"4448","X-2344.LJM716 + trastuzumab","X.2344.uned","control"
"4449","X-2344.LJM716 + trastuzumab","X.2344.LJ16.trab","treatment"
"4450","X-2344.LKA136","X.2344.uned","control"
"4451","X-2344.LKA136","X.2344.LK36","treatment"
"4452","X-2344.LLM871","X.2344.uned","control"
"4453","X-2344.LLM871","X.2344.LL71","treatment"
"4454","X-2344.paclitaxel","X.2344.uned","control"
"4455","X-2344.paclitaxel","X.2344.pael","treatment"
"4456","X-2344.tamoxifen","X.2344.uned","control"
"4457","X-2344.tamoxifen","X.2344.taen","treatment"
"4458","X-2344.trastuzumab","X.2344.uned","control"
"4459","X-2344.trastuzumab","X.2344.trab","treatment"
"4460","X-2353.BGJ398","X.2353.uned","control"
"4461","X-2353.BGJ398","X.2353.BG98","treatment"
"4462","X-2353.binimetinib","X.2353.uned","control"
"4463","X-2353.binimetinib","X.2353.biib","treatment"
"4464","X-2353.BKM120","X.2353.uned","control"
"4465","X-2353.BKM120","X.2353.BK20","treatment"
"4466","X-2353.BYL719","X.2353.uned","control"
"4467","X-2353.BYL719","X.2353.BY19","treatment"
"4468","X-2353.BYL719 + LEE011","X.2353.uned","control"
"4469","X-2353.BYL719 + LEE011","X.2353.BY19.LE11","treatment"
"4470","X-2353.BYL719 + LJM716","X.2353.uned","control"
"4471","X-2353.BYL719 + LJM716","X.2353.BY19.LJ16","treatment"
"4472","X-2353.CGM097","X.2353.uned","control"
"4473","X-2353.CGM097","X.2353.CG97","treatment"
"4474","X-2353.CLR457","X.2353.uned","control"
"4475","X-2353.CLR457","X.2353.CL57","treatment"
"4476","X-2353.HDM201","X.2353.uned","control"
"4477","X-2353.HDM201","X.2353.HD01","treatment"
"4478","X-2353.INC424","X.2353.uned","control"
"4479","X-2353.INC424","X.2353.IN24","treatment"
"4480","X-2353.LEE011","X.2353.uned","control"
"4481","X-2353.LEE011","X.2353.LE11","treatment"
"4482","X-2353.LEE011 + everolimus","X.2353.uned","control"
"4483","X-2353.LEE011 + everolimus","X.2353.LE11.evus","treatment"
"4484","X-2353.LFA102","X.2353.uned","control"
"4485","X-2353.LFA102","X.2353.LF02","treatment"
"4486","X-2353.LFW527 + everolimus","X.2353.uned","control"
"4487","X-2353.LFW527 + everolimus","X.2353.LF27.evus","treatment"
"4488","X-2353.LJM716","X.2353.uned","control"
"4489","X-2353.LJM716","X.2353.LJ16","treatment"
"4490","X-2353.LJM716 + trastuzumab","X.2353.uned","control"
"4491","X-2353.LJM716 + trastuzumab","X.2353.LJ16.trab","treatment"
"4492","X-2353.LKA136","X.2353.uned","control"
"4493","X-2353.LKA136","X.2353.LK36","treatment"
"4494","X-2353.LLM871","X.2353.uned","control"
"4495","X-2353.LLM871","X.2353.LL71","treatment"
"4496","X-2353.paclitaxel","X.2353.uned","control"
"4497","X-2353.paclitaxel","X.2353.pael","treatment"
"4498","X-2353.tamoxifen","X.2353.uned","control"
"4499","X-2353.tamoxifen","X.2353.taen","treatment"
"4500","X-2353.trastuzumab","X.2353.uned","control"
"4501","X-2353.trastuzumab","X.2353.trab","treatment"
"4502","X-2374.5FU","X.2374.uned","control"
"4503","X-2374.5FU","X.2374.5FFU","treatment"
"4504","X-2374.binimetinib","X.2374.uned","control"
"4505","X-2374.binimetinib","X.2374.biib","treatment"
"4506","X-2374.BKM120","X.2374.uned","control"
"4507","X-2374.BKM120","X.2374.BK20","treatment"
"4508","X-2374.BKM120 + LJC049","X.2374.uned","control"
"4509","X-2374.BKM120 + LJC049","X.2374.BK20.LJ49","treatment"
"4510","X-2374.BYL719","X.2374.uned","control"
"4511","X-2374.BYL719","X.2374.BY19","treatment"
"4512","X-2374.BYL719 + binimetinib","X.2374.uned","control"
"4513","X-2374.BYL719 + binimetinib","X.2374.BY19.biib","treatment"
"4514","X-2374.BYL719 + cetuximab","X.2374.uned","control"
"4515","X-2374.BYL719 + cetuximab","X.2374.BY19.ceab","treatment"
"4516","X-2374.BYL719 + cetuximab + encorafenib","X.2374.uned","control"
"4517","X-2374.BYL719 + cetuximab + encorafenib","X.2374.BY19.ceab.enib","treatment"
"4518","X-2374.BYL719 + encorafenib","X.2374.uned","control"
"4519","X-2374.BYL719 + encorafenib","X.2374.BY19.enib","treatment"
"4520","X-2374.BYL719 + LJM716","X.2374.uned","control"
"4521","X-2374.BYL719 + LJM716","X.2374.BY19.LJ16","treatment"
"4522","X-2374.cetuximab","X.2374.uned","control"
"4523","X-2374.cetuximab","X.2374.ceab","treatment"
"4524","X-2374.cetuximab + encorafenib","X.2374.uned","control"
"4525","X-2374.cetuximab + encorafenib","X.2374.ceab.enib","treatment"
"4526","X-2374.CKX620","X.2374.uned","control"
"4527","X-2374.CKX620","X.2374.CK20","treatment"
"4528","X-2374.CLR457","X.2374.uned","control"
"4529","X-2374.CLR457","X.2374.CL57","treatment"
"4530","X-2374.encorafenib","X.2374.uned","control"
"4531","X-2374.encorafenib","X.2374.enib","treatment"
"4532","X-2374.HDM201","X.2374.uned","control"
"4533","X-2374.HDM201","X.2374.HD01","treatment"
"4534","X-2374.LEE011","X.2374.uned","control"
"4535","X-2374.LEE011","X.2374.LE11","treatment"
"4536","X-2374.LFW527 + binimetinib","X.2374.uned","control"
"4537","X-2374.LFW527 + binimetinib","X.2374.LF27.biib","treatment"
"4538","X-2374.LJC049","X.2374.uned","control"
"4539","X-2374.LJC049","X.2374.LJ49","treatment"
"4540","X-2374.LKA136","X.2374.uned","control"
"4541","X-2374.LKA136","X.2374.LK36","treatment"
"4542","X-2403.5FU","X.2403.uned","control"
"4543","X-2403.5FU","X.2403.5FFU","treatment"
"4544","X-2403.binimetinib","X.2403.uned","control"
"4545","X-2403.binimetinib","X.2403.biib","treatment"
"4546","X-2403.BKM120","X.2403.uned","control"
"4547","X-2403.BKM120","X.2403.BK20","treatment"
"4548","X-2403.BKM120 + LJC049","X.2403.uned","control"
"4549","X-2403.BKM120 + LJC049","X.2403.BK20.LJ49","treatment"
"4550","X-2403.BYL719","X.2403.uned","control"
"4551","X-2403.BYL719","X.2403.BY19","treatment"
"4552","X-2403.BYL719 + binimetinib","X.2403.uned","control"
"4553","X-2403.BYL719 + binimetinib","X.2403.BY19.biib","treatment"
"4554","X-2403.BYL719 + cetuximab","X.2403.uned","control"
"4555","X-2403.BYL719 + cetuximab","X.2403.BY19.ceab","treatment"
"4556","X-2403.BYL719 + cetuximab + encorafenib","X.2403.uned","control"
"4557","X-2403.BYL719 + cetuximab + encorafenib","X.2403.BY19.ceab.enib","treatment"
"4558","X-2403.BYL719 + encorafenib","X.2403.uned","control"
"4559","X-2403.BYL719 + encorafenib","X.2403.BY19.enib","treatment"
"4560","X-2403.BYL719 + LJM716","X.2403.uned","control"
"4561","X-2403.BYL719 + LJM716","X.2403.BY19.LJ16","treatment"
"4562","X-2403.cetuximab","X.2403.uned","control"
"4563","X-2403.cetuximab","X.2403.ceab","treatment"
"4564","X-2403.cetuximab + encorafenib","X.2403.uned","control"
"4565","X-2403.cetuximab + encorafenib","X.2403.ceab.enib","treatment"
"4566","X-2403.CGM097","X.2403.uned","control"
"4567","X-2403.CGM097","X.2403.CG97","treatment"
"4568","X-2403.CKX620","X.2403.uned","control"
"4569","X-2403.CKX620","X.2403.CK20","treatment"
"4570","X-2403.CLR457","X.2403.uned","control"
"4571","X-2403.CLR457","X.2403.CL57","treatment"
"4572","X-2403.encorafenib","X.2403.uned","control"
"4573","X-2403.encorafenib","X.2403.enib","treatment"
"4574","X-2403.HDM201","X.2403.uned","control"
"4575","X-2403.HDM201","X.2403.HD01","treatment"
"4576","X-2403.LEE011","X.2403.uned","control"
"4577","X-2403.LEE011","X.2403.LE11","treatment"
"4578","X-2403.LJC049","X.2403.uned","control"
"4579","X-2403.LJC049","X.2403.LJ49","treatment"
"4580","X-2403.LKA136","X.2403.uned","control"
"4581","X-2403.LKA136","X.2403.LK36","treatment"
"4582","X-2428.abraxane","X.2428.uned","control"
"4583","X-2428.abraxane","X.2428.abne","treatment"
"4584","X-2428.binimetinib","X.2428.uned","control"
"4585","X-2428.binimetinib","X.2428.biib","treatment"
"4586","X-2428.binimetinib-3.5mpk","X.2428.uned","control"
"4587","X-2428.binimetinib-3.5mpk","X.2428.bipk","treatment"
"4588","X-2428.BKM120","X.2428.uned","control"
"4589","X-2428.BKM120","X.2428.BK20","treatment"
"4590","X-2428.BKM120 + binimetinib","X.2428.uned","control"
"4591","X-2428.BKM120 + binimetinib","X.2428.BK20.biib","treatment"
"4592","X-2428.BKM120 + LDE225","X.2428.uned","control"
"4593","X-2428.BKM120 + LDE225","X.2428.BK20.LD25","treatment"
"4594","X-2428.BYL719","X.2428.uned","control"
"4595","X-2428.BYL719","X.2428.BY19","treatment"
"4596","X-2428.BYL719 + LJM716","X.2428.uned","control"
"4597","X-2428.BYL719 + LJM716","X.2428.BY19.LJ16","treatment"
"4598","X-2428.CLR457","X.2428.uned","control"
"4599","X-2428.CLR457","X.2428.CL57","treatment"
"4600","X-2428.figitumumab","X.2428.uned","control"
"4601","X-2428.figitumumab","X.2428.fiab","treatment"
"4602","X-2428.figitumumab + binimetinib","X.2428.uned","control"
"4603","X-2428.figitumumab + binimetinib","X.2428.fiab.biib","treatment"
"4604","X-2428.gemcitabine-50mpk","X.2428.uned","control"
"4605","X-2428.gemcitabine-50mpk","X.2428.gepk","treatment"
"4606","X-2428.HDM201","X.2428.uned","control"
"4607","X-2428.HDM201","X.2428.HD01","treatment"
"4608","X-2428.INC424","X.2428.uned","control"
"4609","X-2428.INC424","X.2428.IN24","treatment"
"4610","X-2428.LEE011","X.2428.uned","control"
"4611","X-2428.LEE011","X.2428.LE11","treatment"
"4612","X-2428.LKA136","X.2428.uned","control"
"4613","X-2428.LKA136","X.2428.LK36","treatment"
"4614","X-2428.trametinib","X.2428.uned","control"
"4615","X-2428.trametinib","X.2428.trib","treatment"
"4616","X-2428.WNT974","X.2428.uned","control"
"4617","X-2428.WNT974","X.2428.WN74","treatment"
"4618","X-2470.abraxane","X.2470.uned","control"
"4619","X-2470.abraxane","X.2470.abne","treatment"
"4620","X-2470.binimetinib-3.5mpk","X.2470.uned","control"
"4621","X-2470.binimetinib-3.5mpk","X.2470.bipk","treatment"
"4622","X-2470.BKM120","X.2470.uned","control"
"4623","X-2470.BKM120","X.2470.BK20","treatment"
"4624","X-2470.BYL719","X.2470.uned","control"
"4625","X-2470.BYL719","X.2470.BY19","treatment"
"4626","X-2470.CLR457","X.2470.uned","control"
"4627","X-2470.CLR457","X.2470.CL57","treatment"
"4628","X-2470.figitumumab","X.2470.uned","control"
"4629","X-2470.figitumumab","X.2470.fiab","treatment"
"4630","X-2470.figitumumab + binimetinib","X.2470.uned","control"
"4631","X-2470.figitumumab + binimetinib","X.2470.fiab.biib","treatment"
"4632","X-2470.INC424","X.2470.uned","control"
"4633","X-2470.INC424","X.2470.IN24","treatment"
"4634","X-2470.LEE011","X.2470.uned","control"
"4635","X-2470.LEE011","X.2470.LE11","treatment"
"4636","X-2470.LKA136","X.2470.uned","control"
"4637","X-2470.LKA136","X.2470.LK36","treatment"
"4638","X-2470.trametinib","X.2470.uned","control"
"4639","X-2470.trametinib","X.2470.trib","treatment"
"4640","X-2470.WNT974","X.2470.uned","control"
"4641","X-2470.WNT974","X.2470.WN74","treatment"
"4642","X-2483.5FU","X.2483.uned","control"
"4643","X-2483.5FU","X.2483.5FFU","treatment"
"4644","X-2483.binimetinib","X.2483.uned","control"
"4645","X-2483.binimetinib","X.2483.biib","treatment"
"4646","X-2483.BKM120","X.2483.uned","control"
"4647","X-2483.BKM120","X.2483.BK20","treatment"
"4648","X-2483.BKM120 + LJC049","X.2483.uned","control"
"4649","X-2483.BKM120 + LJC049","X.2483.BK20.LJ49","treatment"
"4650","X-2483.BYL719","X.2483.uned","control"
"4651","X-2483.BYL719","X.2483.BY19","treatment"
"4652","X-2483.BYL719 + binimetinib","X.2483.uned","control"
"4653","X-2483.BYL719 + binimetinib","X.2483.BY19.biib","treatment"
"4654","X-2483.BYL719 + cetuximab","X.2483.uned","control"
"4655","X-2483.BYL719 + cetuximab","X.2483.BY19.ceab","treatment"
"4656","X-2483.BYL719 + cetuximab + encorafenib","X.2483.uned","control"
"4657","X-2483.BYL719 + cetuximab + encorafenib","X.2483.BY19.ceab.enib","treatment"
"4658","X-2483.BYL719 + encorafenib","X.2483.uned","control"
"4659","X-2483.BYL719 + encorafenib","X.2483.BY19.enib","treatment"
"4660","X-2483.BYL719 + LJM716","X.2483.uned","control"
"4661","X-2483.BYL719 + LJM716","X.2483.BY19.LJ16","treatment"
"4662","X-2483.cetuximab","X.2483.uned","control"
"4663","X-2483.cetuximab","X.2483.ceab","treatment"
"4664","X-2483.cetuximab + encorafenib","X.2483.uned","control"
"4665","X-2483.cetuximab + encorafenib","X.2483.ceab.enib","treatment"
"4666","X-2483.CGM097","X.2483.uned","control"
"4667","X-2483.CGM097","X.2483.CG97","treatment"
"4668","X-2483.CKX620","X.2483.uned","control"
"4669","X-2483.CKX620","X.2483.CK20","treatment"
"4670","X-2483.CLR457","X.2483.uned","control"
"4671","X-2483.CLR457","X.2483.CL57","treatment"
"4672","X-2483.encorafenib","X.2483.uned","control"
"4673","X-2483.encorafenib","X.2483.enib","treatment"
"4674","X-2483.HDM201","X.2483.uned","control"
"4675","X-2483.HDM201","X.2483.HD01","treatment"
"4676","X-2483.LEE011","X.2483.uned","control"
"4677","X-2483.LEE011","X.2483.LE11","treatment"
"4678","X-2483.LFW527 + binimetinib","X.2483.uned","control"
"4679","X-2483.LFW527 + binimetinib","X.2483.LF27.biib","treatment"
"4680","X-2483.LJC049","X.2483.uned","control"
"4681","X-2483.LJC049","X.2483.LJ49","treatment"
"4682","X-2483.LKA136","X.2483.uned","control"
"4683","X-2483.LKA136","X.2483.LK36","treatment"
"4684","X-2484.5FU","X.2484.uned","control"
"4685","X-2484.5FU","X.2484.5FFU","treatment"
"4686","X-2484.binimetinib","X.2484.uned","control"
"4687","X-2484.binimetinib","X.2484.biib","treatment"
"4688","X-2484.BKM120","X.2484.uned","control"
"4689","X-2484.BKM120","X.2484.BK20","treatment"
"4690","X-2484.BKM120 + LJC049","X.2484.uned","control"
"4691","X-2484.BKM120 + LJC049","X.2484.BK20.LJ49","treatment"
"4692","X-2484.BYL719","X.2484.uned","control"
"4693","X-2484.BYL719","X.2484.BY19","treatment"
"4694","X-2484.BYL719 + binimetinib","X.2484.uned","control"
"4695","X-2484.BYL719 + binimetinib","X.2484.BY19.biib","treatment"
"4696","X-2484.BYL719 + cetuximab","X.2484.uned","control"
"4697","X-2484.BYL719 + cetuximab","X.2484.BY19.ceab","treatment"
"4698","X-2484.BYL719 + cetuximab + encorafenib","X.2484.uned","control"
"4699","X-2484.BYL719 + cetuximab + encorafenib","X.2484.BY19.ceab.enib","treatment"
"4700","X-2484.BYL719 + encorafenib","X.2484.uned","control"
"4701","X-2484.BYL719 + encorafenib","X.2484.BY19.enib","treatment"
"4702","X-2484.BYL719 + LJM716","X.2484.uned","control"
"4703","X-2484.BYL719 + LJM716","X.2484.BY19.LJ16","treatment"
"4704","X-2484.cetuximab","X.2484.uned","control"
"4705","X-2484.cetuximab","X.2484.ceab","treatment"
"4706","X-2484.cetuximab + encorafenib","X.2484.uned","control"
"4707","X-2484.cetuximab + encorafenib","X.2484.ceab.enib","treatment"
"4708","X-2484.CGM097","X.2484.uned","control"
"4709","X-2484.CGM097","X.2484.CG97","treatment"
"4710","X-2484.CKX620","X.2484.uned","control"
"4711","X-2484.CKX620","X.2484.CK20","treatment"
"4712","X-2484.CLR457","X.2484.uned","control"
"4713","X-2484.CLR457","X.2484.CL57","treatment"
"4714","X-2484.encorafenib","X.2484.uned","control"
"4715","X-2484.encorafenib","X.2484.enib","treatment"
"4716","X-2484.HDM201","X.2484.uned","control"
"4717","X-2484.HDM201","X.2484.HD01","treatment"
"4718","X-2484.LEE011","X.2484.uned","control"
"4719","X-2484.LEE011","X.2484.LE11","treatment"
"4720","X-2484.LJC049","X.2484.uned","control"
"4721","X-2484.LJC049","X.2484.LJ49","treatment"
"4722","X-2484.LKA136","X.2484.uned","control"
"4723","X-2484.LKA136","X.2484.LK36","treatment"
"4724","X-2487.BGJ398","X.2487.uned","control"
"4725","X-2487.BGJ398","X.2487.BG98","treatment"
"4726","X-2487.binimetinib","X.2487.uned","control"
"4727","X-2487.binimetinib","X.2487.biib","treatment"
"4728","X-2487.BKM120","X.2487.uned","control"
"4729","X-2487.BKM120","X.2487.BK20","treatment"
"4730","X-2487.BYL719","X.2487.uned","control"
"4731","X-2487.BYL719","X.2487.BY19","treatment"
"4732","X-2487.BYL719 + LEE011","X.2487.uned","control"
"4733","X-2487.BYL719 + LEE011","X.2487.BY19.LE11","treatment"
"4734","X-2487.BYL719 + LJM716","X.2487.uned","control"
"4735","X-2487.BYL719 + LJM716","X.2487.BY19.LJ16","treatment"
"4736","X-2487.CGM097","X.2487.uned","control"
"4737","X-2487.CGM097","X.2487.CG97","treatment"
"4738","X-2487.CLR457","X.2487.uned","control"
"4739","X-2487.CLR457","X.2487.CL57","treatment"
"4740","X-2487.HDM201","X.2487.uned","control"
"4741","X-2487.HDM201","X.2487.HD01","treatment"
"4742","X-2487.INC424","X.2487.uned","control"
"4743","X-2487.INC424","X.2487.IN24","treatment"
"4744","X-2487.LEE011","X.2487.uned","control"
"4745","X-2487.LEE011","X.2487.LE11","treatment"
"4746","X-2487.LEE011 + everolimus","X.2487.uned","control"
"4747","X-2487.LEE011 + everolimus","X.2487.LE11.evus","treatment"
"4748","X-2487.LFA102","X.2487.uned","control"
"4749","X-2487.LFA102","X.2487.LF02","treatment"
"4750","X-2487.LFW527 + everolimus","X.2487.uned","control"
"4751","X-2487.LFW527 + everolimus","X.2487.LF27.evus","treatment"
"4752","X-2487.LJM716","X.2487.uned","control"
"4753","X-2487.LJM716","X.2487.LJ16","treatment"
"4754","X-2487.LJM716 + trastuzumab","X.2487.uned","control"
"4755","X-2487.LJM716 + trastuzumab","X.2487.LJ16.trab","treatment"
"4756","X-2487.LKA136","X.2487.uned","control"
"4757","X-2487.LKA136","X.2487.LK36","treatment"
"4758","X-2487.LLM871","X.2487.uned","control"
"4759","X-2487.LLM871","X.2487.LL71","treatment"
"4760","X-2487.paclitaxel","X.2487.uned","control"
"4761","X-2487.paclitaxel","X.2487.pael","treatment"
"4762","X-2487.tamoxifen","X.2487.uned","control"
"4763","X-2487.tamoxifen","X.2487.taen","treatment"
"4764","X-2487.trastuzumab","X.2487.uned","control"
"4765","X-2487.trastuzumab","X.2487.trab","treatment"
