id,model_id,biobase_id,mDataType
6052,X.3846.BY19,X-3846,mutation
6053,X.3846.CL57,X-3846,mutation
6054,X.3846.fiab,X-3846,mutation
6055,X.3846.fiab.biib,X-3846,mutation
6056,X.3846.gepk,X-3846,mutation
6057,X.3846.HD01,X-3846,mutation
6058,X.3846.IN24,X-3846,mutation
6059,X.3846.IN24.biib,X-3846,mutation
6060,X.3846.LK36,X-3846,mutation
6061,X.3846.trib,X-3846,mutation
6062,X.3846.uned,X-3846,mutation
6063,X.3846.WN74,X-3846,mutation
6064,X.3898.abne,X-3898,mutation
6065,X.3898.biib,X-3898,mutation
6066,X.3898.bipk,X-3898,mutation
6067,X.3898.BK20,X-3898,mutation
6068,X.3898.BK20.biib,X-3898,mutation
6069,X.3898.BK20.LD25,X-3898,mutation
6070,X.3898.BY19,X-3898,mutation
6071,X.3898.BY19.LJ16,X-3898,mutation
6072,X.3898.fiab,X-3898,mutation
6073,X.3898.fiab.biib,X-3898,mutation
6074,X.3898.gepk,X-3898,mutation
6075,X.3898.HD01,X-3898,mutation
6076,X.3898.IN24,X-3898,mutation
6077,X.3898.IN24.biib,X-3898,mutation
6078,X.3898.LE11,X-3898,mutation
6079,X.3898.LK36,X-3898,mutation
6080,X.3898.trib,X-3898,mutation
6081,X.3898.uned,X-3898,mutation
6082,X.3898.WN74,X-3898,mutation
6083,X.3947.abne,X-3947,mutation
6084,X.3947.biib,X-3947,mutation
6085,X.3947.bipk,X-3947,mutation
6086,X.3947.BK20,X-3947,mutation
6087,X.3947.BK20.biib,X-3947,mutation
6088,X.3947.BK20.LD25,X-3947,mutation
6089,X.3947.BY19,X-3947,mutation
6090,X.3947.BY19.LJ16,X-3947,mutation
6091,X.3947.CL57,X-3947,mutation
6092,X.3947.fiab,X-3947,mutation
6093,X.3947.fiab.biib,X-3947,mutation
6094,X.3947.gepk,X-3947,mutation
6095,X.3947.HD01,X-3947,mutation
6096,X.3947.IN24,X-3947,mutation
6097,X.3947.IN24.biib,X-3947,mutation
6098,X.3947.LE11,X-3947,mutation
6099,X.3947.LK36,X-3947,mutation
6100,X.3947.trib,X-3947,mutation
6101,X.3947.uned,X-3947,mutation
6102,X.3947.WN74,X-3947,mutation
6103,X.3990.abne,X-3990,mutation
6104,X.3990.biib,X-3990,mutation
6105,X.3990.bipk,X-3990,mutation
6106,X.3990.BK20,X-3990,mutation
6107,X.3990.BK20.biib,X-3990,mutation
6108,X.3990.BK20.LD25,X-3990,mutation
6109,X.3990.BY19,X-3990,mutation
6110,X.3990.BY19.LJ16,X-3990,mutation
6111,X.3990.CL57,X-3990,mutation
6112,X.3990.fiab,X-3990,mutation
6113,X.3990.fiab.biib,X-3990,mutation
6114,X.3990.gepk,X-3990,mutation
6115,X.3990.HD01,X-3990,mutation
6116,X.3990.IN24,X-3990,mutation
6117,X.3990.IN24.biib,X-3990,mutation
6118,X.3990.LE11,X-3990,mutation
6119,X.3990.LK36,X-3990,mutation
6120,X.3990.trib,X-3990,mutation
6121,X.3990.uned,X-3990,mutation
6122,X.3990.WN74,X-3990,mutation
6123,X.4015.abne,X-4015,mutation
6124,X.4015.biib,X-4015,mutation
6125,X.4015.BK20.biib,X-4015,mutation
6126,X.4015.BK20.LD25,X-4015,mutation
6127,X.4015.BY19,X-4015,mutation
6128,X.4015.BY19.LJ16,X-4015,mutation
6129,X.4015.CL57,X-4015,mutation
6130,X.4015.fiab,X-4015,mutation
6131,X.4015.fiab.biib,X-4015,mutation
6132,X.4015.gepk,X-4015,mutation
6133,X.4015.HD01,X-4015,mutation
6134,X.4015.IN24,X-4015,mutation
6135,X.4015.IN24.biib,X-4015,mutation
6136,X.4015.LK36,X-4015,mutation
6137,X.4015.uned,X-4015,mutation
6138,X.4015.WN74,X-4015,mutation
6139,X.4018.abne,X-4018,mutation
6140,X.4018.biib,X-4018,mutation
6141,X.4018.bipk,X-4018,mutation
6142,X.4018.BK20,X-4018,mutation
6143,X.4018.BK20.biib,X-4018,mutation
6144,X.4018.BK20.LD25,X-4018,mutation
6145,X.4018.BY19,X-4018,mutation
6146,X.4018.CL57,X-4018,mutation
6147,X.4018.fiab,X-4018,mutation
6148,X.4018.fiab.biib,X-4018,mutation
6149,X.4018.gepk,X-4018,mutation
6150,X.4018.HD01,X-4018,mutation
6151,X.4018.IN24.biib,X-4018,mutation
6152,X.4018.LE11,X-4018,mutation
6153,X.4018.LK36,X-4018,mutation
6154,X.4018.trib,X-4018,mutation
6155,X.4018.uned,X-4018,mutation
6156,X.4018.WN74,X-4018,mutation
6157,X.4215.abne,X-4215,mutation
6158,X.4215.biib,X-4215,mutation
6159,X.4215.bipk,X-4215,mutation
6160,X.4215.BK20,X-4215,mutation
6161,X.4215.BK20.LD25,X-4215,mutation
6162,X.4215.BY19,X-4215,mutation
6163,X.4215.BY19.LJ16,X-4215,mutation
6164,X.4215.CL57,X-4215,mutation
6165,X.4215.fiab,X-4215,mutation
6166,X.4215.fiab.biib,X-4215,mutation
6167,X.4215.gepk,X-4215,mutation
6168,X.4215.HD01,X-4215,mutation
6169,X.4215.IN24,X-4215,mutation
6170,X.4215.IN24.biib,X-4215,mutation
6171,X.4215.LE11,X-4215,mutation
6172,X.4215.LK36,X-4215,mutation
6173,X.4215.trib,X-4215,mutation
6174,X.4215.uned,X-4215,mutation
6175,X.4215.WN74,X-4215,mutation
6176,X.4226.abne,X-4226,mutation
6177,X.4226.biib,X-4226,mutation
6178,X.4226.bipk,X-4226,mutation
6179,X.4226.BK20,X-4226,mutation
6180,X.4226.BK20.biib,X-4226,mutation
6181,X.4226.BK20.LD25,X-4226,mutation
6182,X.4226.BY19,X-4226,mutation
6183,X.4226.BY19.LJ16,X-4226,mutation
6184,X.4226.CL57,X-4226,mutation
6185,X.4226.fiab,X-4226,mutation
6186,X.4226.fiab.biib,X-4226,mutation
6187,X.4226.gepk,X-4226,mutation
6188,X.4226.HD01,X-4226,mutation
6189,X.4226.IN24,X-4226,mutation
6190,X.4226.IN24.biib,X-4226,mutation
6191,X.4226.LE11,X-4226,mutation
6192,X.4226.LK36,X-4226,mutation
6193,X.4226.trib,X-4226,mutation
6194,X.4226.uned,X-4226,mutation
6195,X.4226.WN74,X-4226,mutation
6196,X.4316.abne,X-4316,mutation
6197,X.4316.biib,X-4316,mutation
6198,X.4316.bipk,X-4316,mutation
6199,X.4316.BK20,X-4316,mutation
6200,X.4316.BK20.LD25,X-4316,mutation
6201,X.4316.BY19,X-4316,mutation
6202,X.4316.BY19.LJ16,X-4316,mutation
6203,X.4316.CL57,X-4316,mutation
6204,X.4316.fiab,X-4316,mutation
6205,X.4316.fiab.biib,X-4316,mutation
6206,X.4316.gepk,X-4316,mutation
6207,X.4316.HD01,X-4316,mutation
6208,X.4316.IN24,X-4316,mutation
6209,X.4316.LE11,X-4316,mutation
6210,X.4316.LK36,X-4316,mutation
6211,X.4316.trib,X-4316,mutation
6212,X.4316.uned,X-4316,mutation
6213,X.4316.WN74,X-4316,mutation
6214,X.4377.abne,X-4377,mutation
6215,X.4377.biib,X-4377,mutation
6216,X.4377.bipk,X-4377,mutation
6217,X.4377.BK20,X-4377,mutation
6218,X.4377.BK20.biib,X-4377,mutation
6219,X.4377.BK20.LD25,X-4377,mutation
6220,X.4377.BY19,X-4377,mutation
6221,X.4377.CL57,X-4377,mutation
6222,X.4377.fiab,X-4377,mutation
6223,X.4377.fiab.biib,X-4377,mutation
6224,X.4377.gepk,X-4377,mutation
6225,X.4377.HD01,X-4377,mutation
6226,X.4377.IN24,X-4377,mutation
6227,X.4377.IN24.biib,X-4377,mutation
6228,X.4377.LE11,X-4377,mutation
6229,X.4377.LK36,X-4377,mutation
6230,X.4377.trib,X-4377,mutation
6231,X.4377.WN74,X-4377,mutation
6232,X.4378.abne,X-4378,mutation
6233,X.4378.biib,X-4378,mutation
6234,X.4378.bipk,X-4378,mutation
6235,X.4378.BK20,X-4378,mutation
6236,X.4378.BK20.biib,X-4378,mutation
6237,X.4378.BK20.LD25,X-4378,mutation
6238,X.4378.BY19,X-4378,mutation
6239,X.4378.BY19.LJ16,X-4378,mutation
6240,X.4378.CL57,X-4378,mutation
6241,X.4378.fiab,X-4378,mutation
6242,X.4378.fiab.biib,X-4378,mutation
6243,X.4378.gepk,X-4378,mutation
6244,X.4378.HD01,X-4378,mutation
6245,X.4378.IN24,X-4378,mutation
6246,X.4378.IN24.biib,X-4378,mutation
6247,X.4378.LE11,X-4378,mutation
6248,X.4378.LK36,X-4378,mutation
6249,X.4378.trib,X-4378,mutation
6250,X.4378.uned,X-4378,mutation
6251,X.4378.WN74,X-4378,mutation
6252,X.4649.abne,X-4649,mutation
6253,X.4649.biib,X-4649,mutation
6254,X.4649.bipk,X-4649,mutation
6255,X.4649.BK20,X-4649,mutation
6256,X.4649.BK20.biib,X-4649,mutation
6257,X.4649.BK20.LD25,X-4649,mutation
6258,X.4649.BY19,X-4649,mutation
6259,X.4649.BY19.LJ16,X-4649,mutation
6260,X.4649.CL57,X-4649,mutation
6261,X.4649.fiab,X-4649,mutation
6262,X.4649.fiab.biib,X-4649,mutation
6263,X.4649.gepk,X-4649,mutation
6264,X.4649.HD01,X-4649,mutation
6265,X.4649.IN24,X-4649,mutation
6266,X.4649.IN24.biib,X-4649,mutation
6267,X.4649.LE11,X-4649,mutation
6268,X.4649.LK36,X-4649,mutation
6269,X.4649.trib,X-4649,mutation
6270,X.4649.uned,X-4649,mutation
6271,X.4649.WN74,X-4649,mutation
6272,X.4676.abne,X-4676,mutation
6273,X.4676.biib,X-4676,mutation
6274,X.4676.bipk,X-4676,mutation
6275,X.4676.BK20,X-4676,mutation
6276,X.4676.BK20.biib,X-4676,mutation
6277,X.4676.BK20.LD25,X-4676,mutation
6278,X.4676.BY19,X-4676,mutation
6279,X.4676.BY19.LJ16,X-4676,mutation
6280,X.4676.CL57,X-4676,mutation
6281,X.4676.fiab,X-4676,mutation
6282,X.4676.fiab.biib,X-4676,mutation
6283,X.4676.gepk,X-4676,mutation
6284,X.4676.HD01,X-4676,mutation
6285,X.4676.IN24,X-4676,mutation
6286,X.4676.IN24.biib,X-4676,mutation
6287,X.4676.LE11,X-4676,mutation
6288,X.4676.LK36,X-4676,mutation
6289,X.4676.trib,X-4676,mutation
6290,X.4676.uned,X-4676,mutation
6291,X.4676.WN74,X-4676,mutation
6292,X.4927.abne,X-4927,mutation
6293,X.4927.biib,X-4927,mutation
6294,X.4927.bipk,X-4927,mutation
6295,X.4927.BK20,X-4927,mutation
6296,X.4927.BK20.biib,X-4927,mutation
6297,X.4927.BK20.LD25,X-4927,mutation
6298,X.4927.BY19,X-4927,mutation
6299,X.4927.BY19.LJ16,X-4927,mutation
6300,X.4927.fiab,X-4927,mutation
6301,X.4927.fiab.biib,X-4927,mutation
6302,X.4927.gepk,X-4927,mutation
6303,X.4927.HD01,X-4927,mutation
6304,X.4927.IN24,X-4927,mutation
6305,X.4927.IN24.biib,X-4927,mutation
6306,X.4927.LE11,X-4927,mutation
6307,X.4927.LK36,X-4927,mutation
6308,X.4927.trib,X-4927,mutation
6309,X.4927.uned,X-4927,mutation
6310,X.4927.WN74,X-4927,mutation
6311,X.5205.biib,X-5205,mutation
6312,X.5205.bipk,X-5205,mutation
6313,X.5205.BK20,X-5205,mutation
6314,X.5205.BK20.biib,X-5205,mutation
6315,X.5205.BK20.LD25,X-5205,mutation
6316,X.5205.BY19,X-5205,mutation
6317,X.5205.BY19.LJ16,X-5205,mutation
6318,X.5205.CL57,X-5205,mutation
6319,X.5205.fiab,X-5205,mutation
6320,X.5205.gepk,X-5205,mutation
6321,X.5205.HD01,X-5205,mutation
6322,X.5205.IN24.biib,X-5205,mutation
6323,X.5205.LK36,X-5205,mutation
6324,X.5205.trib,X-5205,mutation
6325,X.5205.uned,X-5205,mutation
6326,X.5205.WN74,X-5205,mutation
6327,X.1199.abne,X-1199,cnv
6328,X.1199.biib,X-1199,cnv
6329,X.1199.bipk,X-1199,cnv
6330,X.1199.BK20,X-1199,cnv
6331,X.1199.BK20.biib,X-1199,cnv
6332,X.1199.BK20.LD25,X-1199,cnv
6333,X.1199.BY19,X-1199,cnv
6334,X.1199.BY19.LJ16,X-1199,cnv
6335,X.1199.CL57,X-1199,cnv
6336,X.1199.fiab,X-1199,cnv
6337,X.1199.fiab.biib,X-1199,cnv
6338,X.1199.gepk,X-1199,cnv
6339,X.1199.IN24,X-1199,cnv
6340,X.1199.IN24.biib,X-1199,cnv
6341,X.1199.LE11,X-1199,cnv
6342,X.1199.LK36,X-1199,cnv
6343,X.1199.trib,X-1199,cnv
6344,X.1199.uned,X-1199,cnv
6345,X.1199.WN74,X-1199,cnv
6346,X.1289.abne,X-1289,cnv
6347,X.1289.bipk,X-1289,cnv
6348,X.1289.BK20,X-1289,cnv
6349,X.1289.BY19,X-1289,cnv
6350,X.1289.BY19.LJ16,X-1289,cnv
6351,X.1289.CL57,X-1289,cnv
6352,X.1289.fiab,X-1289,cnv
6353,X.1289.fiab.biib,X-1289,cnv
6354,X.1289.gepk,X-1289,cnv
6355,X.1289.HD01,X-1289,cnv
6356,X.1289.IN24,X-1289,cnv
6357,X.1289.LE11,X-1289,cnv
6358,X.1289.LK36,X-1289,cnv
6359,X.1289.trib,X-1289,cnv
6360,X.1289.uned,X-1289,cnv
6361,X.1289.WN74,X-1289,cnv
6362,X.1317.biib,X-1317,cnv
6363,X.1317.bipk,X-1317,cnv
6364,X.1317.BK20.biib,X-1317,cnv
6365,X.1317.BK20.LD25,X-1317,cnv
6366,X.1317.fiab,X-1317,cnv
6367,X.1317.gepk,X-1317,cnv
6368,X.1317.IN24.biib,X-1317,cnv
6369,X.1317.LE11,X-1317,cnv
6370,X.1317.uned,X-1317,cnv
6371,X.1362.abne,X-1362,cnv
6372,X.1362.biib,X-1362,cnv
6373,X.1362.bipk,X-1362,cnv
6374,X.1362.BK20,X-1362,cnv
6375,X.1362.BK20.biib,X-1362,cnv
6376,X.1362.BK20.LD25,X-1362,cnv
6377,X.1362.BY19,X-1362,cnv
6378,X.1362.BY19.LJ16,X-1362,cnv
6379,X.1362.CL57,X-1362,cnv
6380,X.1362.fiab,X-1362,cnv
6381,X.1362.fiab.biib,X-1362,cnv
6382,X.1362.gepk,X-1362,cnv
6383,X.1362.HD01,X-1362,cnv
6384,X.1362.IN24,X-1362,cnv
6385,X.1362.IN24.biib,X-1362,cnv
6386,X.1362.LE11,X-1362,cnv
6387,X.1362.LK36,X-1362,cnv
6388,X.1362.trib,X-1362,cnv
6389,X.1362.uned,X-1362,cnv
6390,X.1362.WN74,X-1362,cnv
6391,X.1948.abne,X-1948,cnv
6392,X.1948.biib,X-1948,cnv
6393,X.1948.bipk,X-1948,cnv
6394,X.1948.BK20,X-1948,cnv
6395,X.1948.BK20.biib,X-1948,cnv
6396,X.1948.BK20.LD25,X-1948,cnv
6397,X.1948.BY19,X-1948,cnv
6398,X.1948.BY19.LJ16,X-1948,cnv
6399,X.1948.CL57,X-1948,cnv
6400,X.1948.fiab,X-1948,cnv
6401,X.1948.fiab.biib,X-1948,cnv
6402,X.1948.gepk,X-1948,cnv
6403,X.1948.HD01,X-1948,cnv
6404,X.1948.IN24,X-1948,cnv
6405,X.1948.IN24.biib,X-1948,cnv
6406,X.1948.LE11,X-1948,cnv
6407,X.1948.LK36,X-1948,cnv
6408,X.1948.trib,X-1948,cnv
6409,X.1948.uned,X-1948,cnv
6410,X.1948.WN74,X-1948,cnv
6411,X.1959.biib,X-1959,cnv
6412,X.1959.BK20.biib,X-1959,cnv
6413,X.1959.gepk,X-1959,cnv
6414,X.1959.IN24.biib,X-1959,cnv
6415,X.1959.LE11,X-1959,cnv
6416,X.2026.biib,X-2026,cnv
6417,X.2026.BK20,X-2026,cnv
6418,X.2026.BK20.biib,X-2026,cnv
6419,X.2026.BY19,X-2026,cnv
6420,X.2026.BY19.LJ16,X-2026,cnv
6421,X.2026.CL57,X-2026,cnv
6422,X.2026.fiab.biib,X-2026,cnv
6423,X.2026.gepk,X-2026,cnv
6424,X.2026.HD01,X-2026,cnv
6425,X.2026.IN24,X-2026,cnv
6426,X.2026.IN24.biib,X-2026,cnv
6427,X.2026.LK36,X-2026,cnv
6428,X.2026.trib,X-2026,cnv
6429,X.2026.uned,X-2026,cnv
6430,X.2026.WN74,X-2026,cnv
6431,X.2043.abne,X-2043,cnv
6432,X.2043.biib,X-2043,cnv
6433,X.2043.bipk,X-2043,cnv
6434,X.2043.BK20,X-2043,cnv
6435,X.2043.BK20.biib,X-2043,cnv
6436,X.2043.BK20.LD25,X-2043,cnv
6437,X.2043.BY19,X-2043,cnv
6438,X.2043.BY19.LJ16,X-2043,cnv
6439,X.2043.CL57,X-2043,cnv
6440,X.2043.fiab,X-2043,cnv
6441,X.2043.fiab.biib,X-2043,cnv
6442,X.2043.gepk,X-2043,cnv
6443,X.2043.HD01,X-2043,cnv
6444,X.2043.IN24,X-2043,cnv
6445,X.2043.IN24.biib,X-2043,cnv
6446,X.2043.LE11,X-2043,cnv
6447,X.2043.LK36,X-2043,cnv
6448,X.2043.uned,X-2043,cnv
6449,X.2081.biib,X-2081,cnv
6450,X.2081.bipk,X-2081,cnv
6451,X.2081.BK20,X-2081,cnv
6452,X.2081.BK20.biib,X-2081,cnv
6453,X.2081.BK20.LD25,X-2081,cnv
6454,X.2081.BY19,X-2081,cnv
6455,X.2081.BY19.LJ16,X-2081,cnv
6456,X.2081.CL57,X-2081,cnv
6457,X.2081.fiab,X-2081,cnv
6458,X.2081.fiab.biib,X-2081,cnv
6459,X.2081.gepk,X-2081,cnv
6460,X.2081.HD01,X-2081,cnv
6461,X.2081.IN24.biib,X-2081,cnv
6462,X.2081.LE11,X-2081,cnv
6463,X.2081.LK36,X-2081,cnv
6464,X.2081.trib,X-2081,cnv
6465,X.2081.uned,X-2081,cnv
6466,X.2081.WN74,X-2081,cnv
6467,X.2283.abne,X-2283,cnv
6468,X.2283.bipk,X-2283,cnv
6469,X.2283.BK20,X-2283,cnv
6470,X.2283.BY19,X-2283,cnv
6471,X.2283.CL57,X-2283,cnv
6472,X.2283.gepk,X-2283,cnv
6473,X.2283.HD01,X-2283,cnv
6474,X.2283.IN24,X-2283,cnv
6475,X.2283.IN24.biib,X-2283,cnv
6476,X.2283.LE11,X-2283,cnv
6477,X.2283.LK36,X-2283,cnv
6478,X.2283.trib,X-2283,cnv
6479,X.2283.WN74,X-2283,cnv
6480,X.2339.abne,X-2339,cnv
6481,X.2339.biib,X-2339,cnv
6482,X.2339.bipk,X-2339,cnv
6483,X.2339.BK20,X-2339,cnv
6484,X.2339.BK20.biib,X-2339,cnv
6485,X.2339.BY19,X-2339,cnv
6486,X.2339.BY19.LJ16,X-2339,cnv
6487,X.2339.CL57,X-2339,cnv
6488,X.2339.fiab,X-2339,cnv
6489,X.2339.fiab.biib,X-2339,cnv
6490,X.2339.gepk,X-2339,cnv
6491,X.2339.HD01,X-2339,cnv
6492,X.2339.IN24,X-2339,cnv
6493,X.2339.IN24.biib,X-2339,cnv
6494,X.2339.LE11,X-2339,cnv
6495,X.2339.LK36,X-2339,cnv
6496,X.2339.trib,X-2339,cnv
6497,X.2339.uned,X-2339,cnv
6498,X.2339.WN74,X-2339,cnv
6499,X.2428.abne,X-2428,cnv
6500,X.2428.biib,X-2428,cnv
6501,X.2428.bipk,X-2428,cnv
6502,X.2428.BK20,X-2428,cnv
6503,X.2428.BK20.biib,X-2428,cnv
6504,X.2428.BK20.LD25,X-2428,cnv
6505,X.2428.BY19,X-2428,cnv
6506,X.2428.BY19.LJ16,X-2428,cnv
6507,X.2428.CL57,X-2428,cnv
6508,X.2428.fiab,X-2428,cnv
6509,X.2428.fiab.biib,X-2428,cnv
6510,X.2428.gepk,X-2428,cnv
6511,X.2428.HD01,X-2428,cnv
6512,X.2428.IN24,X-2428,cnv
6513,X.2428.LE11,X-2428,cnv
6514,X.2428.LK36,X-2428,cnv
6515,X.2428.trib,X-2428,cnv
6516,X.2428.uned,X-2428,cnv
6517,X.2428.WN74,X-2428,cnv
6518,X.2470.abne,X-2470,cnv
6519,X.2470.bipk,X-2470,cnv
6520,X.2470.BK20,X-2470,cnv
6521,X.2470.BY19,X-2470,cnv
6522,X.2470.CL57,X-2470,cnv
6523,X.2470.fiab,X-2470,cnv
6524,X.2470.fiab.biib,X-2470,cnv
6525,X.2470.IN24,X-2470,cnv
6526,X.2470.LE11,X-2470,cnv
6527,X.2470.LK36,X-2470,cnv
6528,X.2470.trib,X-2470,cnv
6529,X.2470.uned,X-2470,cnv
6530,X.2470.WN74,X-2470,cnv
6531,X.2564.abne,X-2564,cnv
6532,X.2564.biib,X-2564,cnv
6533,X.2564.bipk,X-2564,cnv
6534,X.2564.BK20,X-2564,cnv
6535,X.2564.BK20.biib,X-2564,cnv
6536,X.2564.BK20.LD25,X-2564,cnv
6537,X.2564.BY19,X-2564,cnv
6538,X.2564.BY19.LJ16,X-2564,cnv
6539,X.2564.CL57,X-2564,cnv
6540,X.2564.fiab,X-2564,cnv
6541,X.2564.fiab.biib,X-2564,cnv
6542,X.2564.gepk,X-2564,cnv
6543,X.2564.HD01,X-2564,cnv
6544,X.2564.IN24,X-2564,cnv
6545,X.2564.IN24.biib,X-2564,cnv
6546,X.2564.LE11,X-2564,cnv
6547,X.2564.LK36,X-2564,cnv
6548,X.2564.trib,X-2564,cnv
6549,X.2564.uned,X-2564,cnv
6550,X.2564.WN74,X-2564,cnv
6551,X.2633.abne,X-2633,cnv
6552,X.2633.biib,X-2633,cnv
6553,X.2633.bipk,X-2633,cnv
6554,X.2633.BK20,X-2633,cnv
6555,X.2633.BK20.biib,X-2633,cnv
6556,X.2633.BK20.LD25,X-2633,cnv
6557,X.2633.BY19,X-2633,cnv
6558,X.2633.BY19.LJ16,X-2633,cnv
6559,X.2633.CL57,X-2633,cnv
6560,X.2633.fiab,X-2633,cnv
6561,X.2633.fiab.biib,X-2633,cnv
6562,X.2633.gepk,X-2633,cnv
6563,X.2633.HD01,X-2633,cnv
6564,X.2633.IN24.biib,X-2633,cnv
6565,X.2633.LE11,X-2633,cnv
6566,X.2633.LK36,X-2633,cnv
6567,X.2633.trib,X-2633,cnv
6568,X.2633.uned,X-2633,cnv
6569,X.2633.WN74,X-2633,cnv
6570,X.2684.abne,X-2684,cnv
6571,X.2684.biib,X-2684,cnv
6572,X.2684.bipk,X-2684,cnv
6573,X.2684.BK20,X-2684,cnv
6574,X.2684.BK20.biib,X-2684,cnv
6575,X.2684.BK20.LD25,X-2684,cnv
6576,X.2684.BY19,X-2684,cnv
6577,X.2684.BY19.LJ16,X-2684,cnv
6578,X.2684.CL57,X-2684,cnv
6579,X.2684.fiab,X-2684,cnv
6580,X.2684.fiab.biib,X-2684,cnv
6581,X.2684.HD01,X-2684,cnv
6582,X.2684.IN24,X-2684,cnv
6583,X.2684.IN24.biib,X-2684,cnv
6584,X.2684.LE11,X-2684,cnv
6585,X.2684.LK36,X-2684,cnv
6586,X.2684.trib,X-2684,cnv
6587,X.2684.uned,X-2684,cnv
6588,X.2684.WN74,X-2684,cnv
6589,X.2997.abne,X-2997,cnv
6590,X.2997.biib,X-2997,cnv
6591,X.2997.bipk,X-2997,cnv
6592,X.2997.BK20,X-2997,cnv
6593,X.2997.BK20.biib,X-2997,cnv
6594,X.2997.BK20.LD25,X-2997,cnv
6595,X.2997.BY19,X-2997,cnv
6596,X.2997.BY19.LJ16,X-2997,cnv
6597,X.2997.CL57,X-2997,cnv
6598,X.2997.fiab,X-2997,cnv
6599,X.2997.fiab.biib,X-2997,cnv
6600,X.2997.HD01,X-2997,cnv
6601,X.2997.IN24,X-2997,cnv
6602,X.2997.IN24.biib,X-2997,cnv
6603,X.2997.LE11,X-2997,cnv
6604,X.2997.LK36,X-2997,cnv
6605,X.2997.trib,X-2997,cnv
6606,X.2997.uned,X-2997,cnv
6607,X.3028.abne,X-3028,cnv
6608,X.3028.biib,X-3028,cnv
6609,X.3028.bipk,X-3028,cnv
6610,X.3028.BK20,X-3028,cnv
6611,X.3028.BK20.biib,X-3028,cnv
6612,X.3028.BK20.LD25,X-3028,cnv
6613,X.3028.BY19,X-3028,cnv
6614,X.3028.BY19.LJ16,X-3028,cnv
6615,X.3028.CL57,X-3028,cnv
6616,X.3028.fiab,X-3028,cnv
6617,X.3028.fiab.biib,X-3028,cnv
6618,X.3028.HD01,X-3028,cnv
6619,X.3028.IN24,X-3028,cnv
6620,X.3028.IN24.biib,X-3028,cnv
6621,X.3028.LE11,X-3028,cnv
6622,X.3028.LK36,X-3028,cnv
6623,X.3028.trib,X-3028,cnv
6624,X.3028.uned,X-3028,cnv
6625,X.3028.WN74,X-3028,cnv
6626,X.3038.abne,X-3038,cnv
6627,X.3038.biib,X-3038,cnv
6628,X.3038.bipk,X-3038,cnv
6629,X.3038.BK20,X-3038,cnv
6630,X.3038.BK20.biib,X-3038,cnv
6631,X.3038.BK20.LD25,X-3038,cnv
6632,X.3038.BY19,X-3038,cnv
6633,X.3038.BY19.LJ16,X-3038,cnv
6634,X.3038.CL57,X-3038,cnv
6635,X.3038.fiab,X-3038,cnv
6636,X.3038.fiab.biib,X-3038,cnv
6637,X.3038.HD01,X-3038,cnv
6638,X.3038.IN24,X-3038,cnv
6639,X.3038.IN24.biib,X-3038,cnv
6640,X.3038.LE11,X-3038,cnv
6641,X.3038.LK36,X-3038,cnv
6642,X.3038.trib,X-3038,cnv
6643,X.3038.uned,X-3038,cnv
6644,X.3038.WN74,X-3038,cnv
6645,X.3052.abne,X-3052,cnv
6646,X.3052.biib,X-3052,cnv
6647,X.3052.bipk,X-3052,cnv
6648,X.3052.BK20,X-3052,cnv
6649,X.3052.BK20.biib,X-3052,cnv
6650,X.3052.BK20.LD25,X-3052,cnv
6651,X.3052.BY19,X-3052,cnv
6652,X.3052.BY19.LJ16,X-3052,cnv
6653,X.3052.CL57,X-3052,cnv
6654,X.3052.fiab,X-3052,cnv
6655,X.3052.fiab.biib,X-3052,cnv
6656,X.3052.gepk,X-3052,cnv
6657,X.3052.HD01,X-3052,cnv
6658,X.3052.IN24,X-3052,cnv
6659,X.3052.IN24.biib,X-3052,cnv
6660,X.3052.LE11,X-3052,cnv
6661,X.3052.LK36,X-3052,cnv
6662,X.3052.trib,X-3052,cnv
6663,X.3052.uned,X-3052,cnv
6664,X.3052.WN74,X-3052,cnv
6665,X.3268.abne,X-3268,cnv
6666,X.3268.biib,X-3268,cnv
6667,X.3268.bipk,X-3268,cnv
6668,X.3268.BK20,X-3268,cnv
6669,X.3268.BK20.biib,X-3268,cnv
6670,X.3268.BK20.LD25,X-3268,cnv
6671,X.3268.BY19,X-3268,cnv
6672,X.3268.BY19.LJ16,X-3268,cnv
6673,X.3268.CL57,X-3268,cnv
6674,X.3268.fiab,X-3268,cnv
6675,X.3268.fiab.biib,X-3268,cnv
6676,X.3268.gepk,X-3268,cnv
6677,X.3268.HD01,X-3268,cnv
6678,X.3268.IN24,X-3268,cnv
6679,X.3268.IN24.biib,X-3268,cnv
6680,X.3268.LE11,X-3268,cnv
6681,X.3268.LK36,X-3268,cnv
6682,X.3268.trib,X-3268,cnv
6683,X.3268.uned,X-3268,cnv
6684,X.3268.WN74,X-3268,cnv
6685,X.3782.abne,X-3782,cnv
6686,X.3782.biib,X-3782,cnv
6687,X.3782.bipk,X-3782,cnv
6688,X.3782.BK20.biib,X-3782,cnv
6689,X.3782.CL57,X-3782,cnv
6690,X.3782.fiab,X-3782,cnv
6691,X.3782.fiab.biib,X-3782,cnv
6692,X.3782.gepk,X-3782,cnv
6693,X.3782.IN24,X-3782,cnv
6694,X.3782.LE11,X-3782,cnv
6695,X.3782.trib,X-3782,cnv
6696,X.3782.uned,X-3782,cnv
