model_id,tissue_id,tissue,patient_id,drug,tested,dataset
X.3093.INC424,CRC,,X-3093,INC424,FALSE,2
X.3093.INC424 + binimetinib,CRC,,X-3093,INC424 + binimetinib,FALSE,2
X.3093.trametinib,CRC,,X-3093,trametinib,FALSE,2
X.3093.WNT974,CRC,,X-3093,WNT974,FALSE,2
X.3205.abraxane,CRC,,X-3205,abraxane,FALSE,2
X.3205.binimetinib-3.5mpk,CRC,,X-3205,binimetinib-3.5mpk,FALSE,2
X.3205.BKM120 + binimetinib,CRC,,X-3205,BKM120 + binimetinib,FALSE,2
X.3205.BKM120 + LDE225,CRC,,X-3205,BKM120 + LDE225,FALSE,2
X.3205.figitumumab,CRC,,X-3205,figitumumab,FALSE,2
X.3205.figitumumab + binimetinib,CRC,,X-3205,figitumumab + binimetinib,FALSE,2
X.3205.gemcitabine-50mpk,CRC,,X-3205,gemcitabine-50mpk,FALSE,2
X.3205.INC424,CRC,,X-3205,INC424,FALSE,2
X.3205.INC424 + binimetinib,CRC,,X-3205,INC424 + binimetinib,FALSE,2
X.3205.trametinib,CRC,,X-3205,trametinib,FALSE,2
X.3205.WNT974,CRC,,X-3205,WNT974,FALSE,2
X.3224.LFW527 + binimetinib,CRC,,X-3224,LFW527 + binimetinib,FALSE,2
X.3224.abraxane,CRC,,X-3224,abraxane,FALSE,2
X.3224.binimetinib-3.5mpk,CRC,,X-3224,binimetinib-3.5mpk,FALSE,2
X.3224.BKM120 + binimetinib,CRC,,X-3224,BKM120 + binimetinib,FALSE,2
X.3224.BKM120 + LDE225,CRC,,X-3224,BKM120 + LDE225,FALSE,2
X.3224.figitumumab,CRC,,X-3224,figitumumab,FALSE,2
X.3224.figitumumab + binimetinib,CRC,,X-3224,figitumumab + binimetinib,FALSE,2
X.3224.gemcitabine-50mpk,CRC,,X-3224,gemcitabine-50mpk,FALSE,2
X.3224.INC424,CRC,,X-3224,INC424,FALSE,2
X.3224.INC424 + binimetinib,CRC,,X-3224,INC424 + binimetinib,FALSE,2
X.3224.trametinib,CRC,,X-3224,trametinib,FALSE,2
X.3224.WNT974,CRC,,X-3224,WNT974,FALSE,2
X.3267.LFW527 + binimetinib,CRC,,X-3267,LFW527 + binimetinib,FALSE,2
X.3267.abraxane,CRC,,X-3267,abraxane,FALSE,2
X.3267.binimetinib-3.5mpk,CRC,,X-3267,binimetinib-3.5mpk,FALSE,2
X.3267.BKM120 + binimetinib,CRC,,X-3267,BKM120 + binimetinib,FALSE,2
X.3267.BKM120 + LDE225,CRC,,X-3267,BKM120 + LDE225,FALSE,2
X.3267.figitumumab,CRC,,X-3267,figitumumab,FALSE,2
X.3267.figitumumab + binimetinib,CRC,,X-3267,figitumumab + binimetinib,FALSE,2
X.3267.gemcitabine-50mpk,CRC,,X-3267,gemcitabine-50mpk,FALSE,2
X.3267.INC424,CRC,,X-3267,INC424,FALSE,2
X.3267.INC424 + binimetinib,CRC,,X-3267,INC424 + binimetinib,FALSE,2
X.3267.trametinib,CRC,,X-3267,trametinib,FALSE,2
X.3267.WNT974,CRC,,X-3267,WNT974,FALSE,2
X.3671.BKM120,CRC,,X-3671,BKM120,FALSE,2
X.3671.BKM120 + LJC049,CRC,,X-3671,BKM120 + LJC049,FALSE,2
X.3671.BYL719,CRC,,X-3671,BYL719,FALSE,2
X.3671.BYL719 + binimetinib,CRC,,X-3671,BYL719 + binimetinib,FALSE,2
X.3671.BYL719 + cetuximab,CRC,,X-3671,BYL719 + cetuximab,FALSE,2
X.3671.BYL719 + cetuximab + encorafenib,CRC,,X-3671,BYL719 + cetuximab + encorafenib,FALSE,2
X.3671.BYL719 + encorafenib,CRC,,X-3671,BYL719 + encorafenib,FALSE,2
X.3671.BYL719 + LJM716,CRC,,X-3671,BYL719 + LJM716,FALSE,2
X.3671.cetuximab + encorafenib,CRC,,X-3671,cetuximab + encorafenib,FALSE,2
X.3671.CGM097,CRC,,X-3671,CGM097,FALSE,2
X.3671.CKX620,CRC,,X-3671,CKX620,FALSE,2
X.3671.CLR457,CRC,,X-3671,CLR457,FALSE,2
X.3671.encorafenib,CRC,,X-3671,encorafenib,FALSE,2
X.3671.HDM201,CRC,,X-3671,HDM201,FALSE,2
X.3671.LEE011,CRC,,X-3671,LEE011,FALSE,2
X.3671.LFW527 + binimetinib,CRC,,X-3671,LFW527 + binimetinib,FALSE,2
X.3671.LJC049,CRC,,X-3671,LJC049,FALSE,2
X.3671.LKA136,CRC,,X-3671,LKA136,FALSE,2
X.3671.abraxane,CRC,,X-3671,abraxane,FALSE,2
X.3671.binimetinib-3.5mpk,CRC,,X-3671,binimetinib-3.5mpk,FALSE,2
X.3671.BKM120 + binimetinib,CRC,,X-3671,BKM120 + binimetinib,FALSE,2
X.3671.BKM120 + LDE225,CRC,,X-3671,BKM120 + LDE225,FALSE,2
X.3671.figitumumab,CRC,,X-3671,figitumumab,FALSE,2
X.3671.figitumumab + binimetinib,CRC,,X-3671,figitumumab + binimetinib,FALSE,2
X.3671.gemcitabine-50mpk,CRC,,X-3671,gemcitabine-50mpk,FALSE,2
X.3671.INC424,CRC,,X-3671,INC424,FALSE,2
X.3671.INC424 + binimetinib,CRC,,X-3671,INC424 + binimetinib,FALSE,2
X.3671.trametinib,CRC,,X-3671,trametinib,FALSE,2
X.3671.WNT974,CRC,,X-3671,WNT974,FALSE,2
X.3684.5FU,CRC,,X-3684,5FU,FALSE,2
X.3684.binimetinib,CRC,,X-3684,binimetinib,FALSE,2
X.3684.BKM120,CRC,,X-3684,BKM120,FALSE,2
X.3684.BKM120 + LJC049,CRC,,X-3684,BKM120 + LJC049,FALSE,2
X.3684.BYL719,CRC,,X-3684,BYL719,FALSE,2
X.3684.BYL719 + binimetinib,CRC,,X-3684,BYL719 + binimetinib,FALSE,2
X.3684.BYL719 + cetuximab,CRC,,X-3684,BYL719 + cetuximab,FALSE,2
X.3684.BYL719 + cetuximab + encorafenib,CRC,,X-3684,BYL719 + cetuximab + encorafenib,FALSE,2
X.3684.BYL719 + encorafenib,CRC,,X-3684,BYL719 + encorafenib,FALSE,2
X.3684.BYL719 + LJM716,CRC,,X-3684,BYL719 + LJM716,FALSE,2
X.3684.cetuximab,CRC,,X-3684,cetuximab,FALSE,2
X.3684.cetuximab + encorafenib,CRC,,X-3684,cetuximab + encorafenib,FALSE,2
X.3684.CGM097,CRC,,X-3684,CGM097,FALSE,2
X.3684.CKX620,CRC,,X-3684,CKX620,FALSE,2
X.3684.CLR457,CRC,,X-3684,CLR457,FALSE,2
X.3684.encorafenib,CRC,,X-3684,encorafenib,FALSE,2
X.3684.HDM201,CRC,,X-3684,HDM201,FALSE,2
X.3684.LEE011,CRC,,X-3684,LEE011,FALSE,2
X.3684.LJC049,CRC,,X-3684,LJC049,FALSE,2
X.3684.LKA136,CRC,,X-3684,LKA136,FALSE,2
X.3684.untreated,CRC,,X-3684,untreated,FALSE,2
X.3684.abraxane,CRC,,X-3684,abraxane,FALSE,2
X.3684.binimetinib-3.5mpk,CRC,,X-3684,binimetinib-3.5mpk,FALSE,2
X.3684.BKM120 + binimetinib,CRC,,X-3684,BKM120 + binimetinib,FALSE,2
X.3684.BKM120 + LDE225,CRC,,X-3684,BKM120 + LDE225,FALSE,2
X.3684.figitumumab,CRC,,X-3684,figitumumab,FALSE,2
X.3684.figitumumab + binimetinib,CRC,,X-3684,figitumumab + binimetinib,FALSE,2
X.3684.gemcitabine-50mpk,CRC,,X-3684,gemcitabine-50mpk,FALSE,2
X.3684.INC424,CRC,,X-3684,INC424,FALSE,2
X.3684.INC424 + binimetinib,CRC,,X-3684,INC424 + binimetinib,FALSE,2
X.3684.trametinib,CRC,,X-3684,trametinib,FALSE,2
X.3684.WNT974,CRC,,X-3684,WNT974,FALSE,2
X.3792.abraxane,CRC,,X-3792,abraxane,FALSE,2
X.3792.binimetinib-3.5mpk,CRC,,X-3792,binimetinib-3.5mpk,FALSE,2
X.3792.BKM120 + binimetinib,CRC,,X-3792,BKM120 + binimetinib,FALSE,2
X.3792.BKM120 + LDE225,CRC,,X-3792,BKM120 + LDE225,FALSE,2
X.3792.figitumumab,CRC,,X-3792,figitumumab,FALSE,2
X.3792.figitumumab + binimetinib,CRC,,X-3792,figitumumab + binimetinib,FALSE,2
X.3792.gemcitabine-50mpk,CRC,,X-3792,gemcitabine-50mpk,FALSE,2
X.3792.INC424,CRC,,X-3792,INC424,FALSE,2
X.3792.INC424 + binimetinib,CRC,,X-3792,INC424 + binimetinib,FALSE,2
X.3792.trametinib,CRC,,X-3792,trametinib,FALSE,2
X.3792.WNT974,CRC,,X-3792,WNT974,FALSE,2
X.4087.abraxane,CRC,,X-4087,abraxane,FALSE,2
X.4087.binimetinib-3.5mpk,CRC,,X-4087,binimetinib-3.5mpk,FALSE,2
X.4087.BKM120 + binimetinib,CRC,,X-4087,BKM120 + binimetinib,FALSE,2
X.4087.BKM120 + LDE225,CRC,,X-4087,BKM120 + LDE225,FALSE,2
X.4087.figitumumab,CRC,,X-4087,figitumumab,FALSE,2
X.4087.figitumumab + binimetinib,CRC,,X-4087,figitumumab + binimetinib,FALSE,2
X.4087.gemcitabine-50mpk,CRC,,X-4087,gemcitabine-50mpk,FALSE,2
X.4087.INC424,CRC,,X-4087,INC424,FALSE,2
X.4087.INC424 + binimetinib,CRC,,X-4087,INC424 + binimetinib,FALSE,2
X.4087.trametinib,CRC,,X-4087,trametinib,FALSE,2
X.4087.WNT974,CRC,,X-4087,WNT974,FALSE,2
X.4145.5FU,CRC,,X-4145,5FU,FALSE,2
X.4145.BKM120 + LJC049,CRC,,X-4145,BKM120 + LJC049,FALSE,2
X.4145.BYL719 + binimetinib,CRC,,X-4145,BYL719 + binimetinib,FALSE,2
X.4145.BYL719 + cetuximab,CRC,,X-4145,BYL719 + cetuximab,FALSE,2
X.4145.BYL719 + cetuximab + encorafenib,CRC,,X-4145,BYL719 + cetuximab + encorafenib,FALSE,2
X.4145.BYL719 + encorafenib,CRC,,X-4145,BYL719 + encorafenib,FALSE,2
X.4145.cetuximab,CRC,,X-4145,cetuximab,FALSE,2
X.4145.cetuximab + encorafenib,CRC,,X-4145,cetuximab + encorafenib,FALSE,2
X.4145.CGM097,CRC,,X-4145,CGM097,FALSE,2
X.4145.CKX620,CRC,,X-4145,CKX620,FALSE,2
X.4145.encorafenib,CRC,,X-4145,encorafenib,FALSE,2
X.4145.LFW527 + binimetinib,CRC,,X-4145,LFW527 + binimetinib,FALSE,2
X.4145.LJC049,CRC,,X-4145,LJC049,FALSE,2
X.5238.5FU,CRC,,X-5238,5FU,FALSE,2
X.5238.binimetinib,CRC,,X-5238,binimetinib,FALSE,2
X.5238.BKM120,CRC,,X-5238,BKM120,FALSE,2
X.5238.BKM120 + LJC049,CRC,,X-5238,BKM120 + LJC049,FALSE,2
X.5238.BYL719,CRC,,X-5238,BYL719,FALSE,2
X.5238.BYL719 + binimetinib,CRC,,X-5238,BYL719 + binimetinib,FALSE,2
X.5238.BYL719 + cetuximab,CRC,,X-5238,BYL719 + cetuximab,FALSE,2
X.5238.BYL719 + cetuximab + encorafenib,CRC,,X-5238,BYL719 + cetuximab + encorafenib,FALSE,2
X.5238.BYL719 + encorafenib,CRC,,X-5238,BYL719 + encorafenib,FALSE,2
X.5238.BYL719 + LJM716,CRC,,X-5238,BYL719 + LJM716,FALSE,2
X.5238.cetuximab,CRC,,X-5238,cetuximab,FALSE,2
X.5238.cetuximab + encorafenib,CRC,,X-5238,cetuximab + encorafenib,FALSE,2
X.5238.CGM097,CRC,,X-5238,CGM097,FALSE,2
X.5238.CKX620,CRC,,X-5238,CKX620,FALSE,2
X.5238.CLR457,CRC,,X-5238,CLR457,FALSE,2
X.5238.encorafenib,CRC,,X-5238,encorafenib,FALSE,2
X.5238.HDM201,CRC,,X-5238,HDM201,FALSE,2
X.5238.LEE011,CRC,,X-5238,LEE011,FALSE,2
X.5238.LJC049,CRC,,X-5238,LJC049,FALSE,2
X.5238.LKA136,CRC,,X-5238,LKA136,FALSE,2
X.5238.untreated,CRC,,X-5238,untreated,FALSE,2
X.5238.abraxane,CRC,,X-5238,abraxane,FALSE,2
X.5238.binimetinib-3.5mpk,CRC,,X-5238,binimetinib-3.5mpk,FALSE,2
X.5238.BKM120 + binimetinib,CRC,,X-5238,BKM120 + binimetinib,FALSE,2
X.5238.BKM120 + LDE225,CRC,,X-5238,BKM120 + LDE225,FALSE,2
X.5238.figitumumab,CRC,,X-5238,figitumumab,FALSE,2
X.5238.figitumumab + binimetinib,CRC,,X-5238,figitumumab + binimetinib,FALSE,2
X.5238.gemcitabine-50mpk,CRC,,X-5238,gemcitabine-50mpk,FALSE,2
X.5238.INC424,CRC,,X-5238,INC424,FALSE,2
X.5238.INC424 + binimetinib,CRC,,X-5238,INC424 + binimetinib,FALSE,2
X.5238.trametinib,CRC,,X-5238,trametinib,FALSE,2
X.5238.WNT974,CRC,,X-5238,WNT974,FALSE,2
X.5254.abraxane,CRC,,X-5254,abraxane,FALSE,2
X.5254.binimetinib-3.5mpk,CRC,,X-5254,binimetinib-3.5mpk,FALSE,2
X.5254.BKM120 + binimetinib,CRC,,X-5254,BKM120 + binimetinib,FALSE,2
X.5254.BKM120 + LDE225,CRC,,X-5254,BKM120 + LDE225,FALSE,2
X.5254.figitumumab,CRC,,X-5254,figitumumab,FALSE,2
X.5254.figitumumab + binimetinib,CRC,,X-5254,figitumumab + binimetinib,FALSE,2
X.5254.gemcitabine-50mpk,CRC,,X-5254,gemcitabine-50mpk,FALSE,2
X.5254.INC424,CRC,,X-5254,INC424,FALSE,2
X.5254.INC424 + binimetinib,CRC,,X-5254,INC424 + binimetinib,FALSE,2
X.5254.trametinib,CRC,,X-5254,trametinib,FALSE,2
X.5254.WNT974,CRC,,X-5254,WNT974,FALSE,2
X.5405.LFW527 + binimetinib,CRC,,X-5405,LFW527 + binimetinib,FALSE,2
X.5405.abraxane,CRC,,X-5405,abraxane,FALSE,2
X.5405.binimetinib-3.5mpk,CRC,,X-5405,binimetinib-3.5mpk,FALSE,2
X.5405.BKM120 + binimetinib,CRC,,X-5405,BKM120 + binimetinib,FALSE,2
X.5405.BKM120 + LDE225,CRC,,X-5405,BKM120 + LDE225,FALSE,2
X.5405.figitumumab,CRC,,X-5405,figitumumab,FALSE,2
X.5405.figitumumab + binimetinib,CRC,,X-5405,figitumumab + binimetinib,FALSE,2
X.5405.gemcitabine-50mpk,CRC,,X-5405,gemcitabine-50mpk,FALSE,2
X.5405.INC424,CRC,,X-5405,INC424,FALSE,2
X.5405.INC424 + binimetinib,CRC,,X-5405,INC424 + binimetinib,FALSE,2
X.5405.trametinib,CRC,,X-5405,trametinib,FALSE,2
X.5405.WNT974,CRC,,X-5405,WNT974,FALSE,2
X.5421.5FU,CRC,,X-5421,5FU,FALSE,2
X.5421.binimetinib,CRC,,X-5421,binimetinib,FALSE,2
X.5421.BKM120,CRC,,X-5421,BKM120,FALSE,2
X.5421.BKM120 + LJC049,CRC,,X-5421,BKM120 + LJC049,FALSE,2
X.5421.BYL719,CRC,,X-5421,BYL719,FALSE,2
X.5421.BYL719 + binimetinib,CRC,,X-5421,BYL719 + binimetinib,FALSE,2
X.5421.BYL719 + cetuximab,CRC,,X-5421,BYL719 + cetuximab,FALSE,2
X.5421.BYL719 + cetuximab + encorafenib,CRC,,X-5421,BYL719 + cetuximab + encorafenib,FALSE,2
X.5421.BYL719 + encorafenib,CRC,,X-5421,BYL719 + encorafenib,FALSE,2
X.5421.BYL719 + LJM716,CRC,,X-5421,BYL719 + LJM716,FALSE,2
X.5421.cetuximab,CRC,,X-5421,cetuximab,FALSE,2
X.5421.cetuximab + encorafenib,CRC,,X-5421,cetuximab + encorafenib,FALSE,2
X.5421.CGM097,CRC,,X-5421,CGM097,FALSE,2
X.5421.CKX620,CRC,,X-5421,CKX620,FALSE,2
X.5421.CLR457,CRC,,X-5421,CLR457,FALSE,2
X.5421.encorafenib,CRC,,X-5421,encorafenib,FALSE,2
X.5421.HDM201,CRC,,X-5421,HDM201,FALSE,2
X.5421.LEE011,CRC,,X-5421,LEE011,FALSE,2
X.5421.LJC049,CRC,,X-5421,LJC049,FALSE,2
X.5421.LKA136,CRC,,X-5421,LKA136,FALSE,2
X.5421.untreated,CRC,,X-5421,untreated,FALSE,2
X.5421.abraxane,CRC,,X-5421,abraxane,FALSE,2
X.5421.binimetinib-3.5mpk,CRC,,X-5421,binimetinib-3.5mpk,FALSE,2
X.5421.BKM120 + binimetinib,CRC,,X-5421,BKM120 + binimetinib,FALSE,2
X.5421.BKM120 + LDE225,CRC,,X-5421,BKM120 + LDE225,FALSE,2
X.5421.figitumumab,CRC,,X-5421,figitumumab,FALSE,2
X.5421.figitumumab + binimetinib,CRC,,X-5421,figitumumab + binimetinib,FALSE,2
X.5421.gemcitabine-50mpk,CRC,,X-5421,gemcitabine-50mpk,FALSE,2
X.5421.INC424,CRC,,X-5421,INC424,FALSE,2
X.5421.INC424 + binimetinib,CRC,,X-5421,INC424 + binimetinib,FALSE,2
X.5421.trametinib,CRC,,X-5421,trametinib,FALSE,2
X.5421.WNT974,CRC,,X-5421,WNT974,FALSE,2
X.5438.abraxane,CRC,,X-5438,abraxane,FALSE,2
X.5438.binimetinib-3.5mpk,CRC,,X-5438,binimetinib-3.5mpk,FALSE,2
X.5438.BKM120 + binimetinib,CRC,,X-5438,BKM120 + binimetinib,FALSE,2
X.5438.BKM120 + LDE225,CRC,,X-5438,BKM120 + LDE225,FALSE,2
X.5438.figitumumab,CRC,,X-5438,figitumumab,FALSE,2
X.5438.figitumumab + binimetinib,CRC,,X-5438,figitumumab + binimetinib,FALSE,2
X.5438.gemcitabine-50mpk,CRC,,X-5438,gemcitabine-50mpk,FALSE,2
X.5438.INC424,CRC,,X-5438,INC424,FALSE,2
X.5438.INC424 + binimetinib,CRC,,X-5438,INC424 + binimetinib,FALSE,2
X.5438.trametinib,CRC,,X-5438,trametinib,FALSE,2
X.5438.WNT974,CRC,,X-5438,WNT974,FALSE,2
X.5446.abraxane,CRC,,X-5446,abraxane,FALSE,2
X.5446.binimetinib-3.5mpk,CRC,,X-5446,binimetinib-3.5mpk,FALSE,2
X.5446.BKM120 + binimetinib,CRC,,X-5446,BKM120 + binimetinib,FALSE,2
X.5446.BKM120 + LDE225,CRC,,X-5446,BKM120 + LDE225,FALSE,2
X.5446.figitumumab,CRC,,X-5446,figitumumab,FALSE,2
X.5446.figitumumab + binimetinib,CRC,,X-5446,figitumumab + binimetinib,FALSE,2
X.5446.gemcitabine-50mpk,CRC,,X-5446,gemcitabine-50mpk,FALSE,2
X.5446.INC424,CRC,,X-5446,INC424,FALSE,2
X.5446.INC424 + binimetinib,CRC,,X-5446,INC424 + binimetinib,FALSE,2
X.5446.trametinib,CRC,,X-5446,trametinib,FALSE,2
X.5446.WNT974,CRC,,X-5446,WNT974,FALSE,2
X.5494.BYL719 + cetuximab,CRC,,X-5494,BYL719 + cetuximab,FALSE,2
X.5494.cetuximab,CRC,,X-5494,cetuximab,FALSE,2
X.5494.LFW527 + binimetinib,CRC,,X-5494,LFW527 + binimetinib,FALSE,2
X.5494.abraxane,CRC,,X-5494,abraxane,FALSE,2
X.5494.binimetinib-3.5mpk,CRC,,X-5494,binimetinib-3.5mpk,FALSE,2
X.5494.BKM120 + binimetinib,CRC,,X-5494,BKM120 + binimetinib,FALSE,2
X.5494.BKM120 + LDE225,CRC,,X-5494,BKM120 + LDE225,FALSE,2
X.5494.figitumumab,CRC,,X-5494,figitumumab,FALSE,2
X.5494.figitumumab + binimetinib,CRC,,X-5494,figitumumab + binimetinib,FALSE,2
X.5494.gemcitabine-50mpk,CRC,,X-5494,gemcitabine-50mpk,FALSE,2
X.5494.INC424,CRC,,X-5494,INC424,FALSE,2
X.5494.INC424 + binimetinib,CRC,,X-5494,INC424 + binimetinib,FALSE,2
X.5494.trametinib,CRC,,X-5494,trametinib,FALSE,2
X.5494.WNT974,CRC,,X-5494,WNT974,FALSE,2
X.5495.abraxane,CRC,,X-5495,abraxane,FALSE,2
X.5495.binimetinib-3.5mpk,CRC,,X-5495,binimetinib-3.5mpk,FALSE,2
X.5495.BKM120 + binimetinib,CRC,,X-5495,BKM120 + binimetinib,FALSE,2
X.5495.BKM120 + LDE225,CRC,,X-5495,BKM120 + LDE225,FALSE,2
X.5495.figitumumab,CRC,,X-5495,figitumumab,FALSE,2
X.5495.figitumumab + binimetinib,CRC,,X-5495,figitumumab + binimetinib,FALSE,2
X.5495.gemcitabine-50mpk,CRC,,X-5495,gemcitabine-50mpk,FALSE,2
X.5495.INC424,CRC,,X-5495,INC424,FALSE,2
X.5495.INC424 + binimetinib,CRC,,X-5495,INC424 + binimetinib,FALSE,2
X.5495.trametinib,CRC,,X-5495,trametinib,FALSE,2
X.5495.WNT974,CRC,,X-5495,WNT974,FALSE,2
X.5536.5FU,CRC,,X-5536,5FU,FALSE,2
X.5536.binimetinib,CRC,,X-5536,binimetinib,FALSE,2
X.5536.BKM120,CRC,,X-5536,BKM120,FALSE,2
X.5536.BKM120 + LJC049,CRC,,X-5536,BKM120 + LJC049,FALSE,2
X.5536.BYL719,CRC,,X-5536,BYL719,FALSE,2
X.5536.BYL719 + binimetinib,CRC,,X-5536,BYL719 + binimetinib,FALSE,2
X.5536.BYL719 + cetuximab,CRC,,X-5536,BYL719 + cetuximab,FALSE,2
X.5536.BYL719 + cetuximab + encorafenib,CRC,,X-5536,BYL719 + cetuximab + encorafenib,FALSE,2
X.5536.BYL719 + encorafenib,CRC,,X-5536,BYL719 + encorafenib,FALSE,2
X.5536.BYL719 + LJM716,CRC,,X-5536,BYL719 + LJM716,FALSE,2
X.5536.cetuximab,CRC,,X-5536,cetuximab,FALSE,2
X.5536.cetuximab + encorafenib,CRC,,X-5536,cetuximab + encorafenib,FALSE,2
X.5536.CGM097,CRC,,X-5536,CGM097,FALSE,2
X.5536.CKX620,CRC,,X-5536,CKX620,FALSE,2
X.5536.CLR457,CRC,,X-5536,CLR457,FALSE,2
X.5536.encorafenib,CRC,,X-5536,encorafenib,FALSE,2
X.5536.HDM201,CRC,,X-5536,HDM201,FALSE,2
X.5536.LEE011,CRC,,X-5536,LEE011,FALSE,2
X.5536.LJC049,CRC,,X-5536,LJC049,FALSE,2
X.5536.LKA136,CRC,,X-5536,LKA136,FALSE,2
X.5536.untreated,CRC,,X-5536,untreated,FALSE,2
X.5536.abraxane,CRC,,X-5536,abraxane,FALSE,2
X.5536.binimetinib-3.5mpk,CRC,,X-5536,binimetinib-3.5mpk,FALSE,2
X.5536.BKM120 + binimetinib,CRC,,X-5536,BKM120 + binimetinib,FALSE,2
X.5536.BKM120 + LDE225,CRC,,X-5536,BKM120 + LDE225,FALSE,2
X.5536.figitumumab,CRC,,X-5536,figitumumab,FALSE,2
X.5536.figitumumab + binimetinib,CRC,,X-5536,figitumumab + binimetinib,FALSE,2
X.5536.gemcitabine-50mpk,CRC,,X-5536,gemcitabine-50mpk,FALSE,2
X.5536.INC424,CRC,,X-5536,INC424,FALSE,2
X.5536.INC424 + binimetinib,CRC,,X-5536,INC424 + binimetinib,FALSE,2
X.5536.trametinib,CRC,,X-5536,trametinib,FALSE,2
X.5536.WNT974,CRC,,X-5536,WNT974,FALSE,2
X.5578.LFW527 + binimetinib,CRC,,X-5578,LFW527 + binimetinib,FALSE,2
X.5578.abraxane,CRC,,X-5578,abraxane,FALSE,2
X.5578.binimetinib-3.5mpk,CRC,,X-5578,binimetinib-3.5mpk,FALSE,2
X.5578.BKM120 + binimetinib,CRC,,X-5578,BKM120 + binimetinib,FALSE,2
X.5578.BKM120 + LDE225,CRC,,X-5578,BKM120 + LDE225,FALSE,2
X.5578.figitumumab,CRC,,X-5578,figitumumab,FALSE,2
X.5578.figitumumab + binimetinib,CRC,,X-5578,figitumumab + binimetinib,FALSE,2
X.5578.gemcitabine-50mpk,CRC,,X-5578,gemcitabine-50mpk,FALSE,2
X.5578.INC424,CRC,,X-5578,INC424,FALSE,2
X.5578.INC424 + binimetinib,CRC,,X-5578,INC424 + binimetinib,FALSE,2
X.5578.trametinib,CRC,,X-5578,trametinib,FALSE,2
X.5578.WNT974,CRC,,X-5578,WNT974,FALSE,2
X.0991.abne,PDAC,Pancreatic Ductal Carcinoma,X-0991,abraxane,TRUE,6
X.0991.biib,PDAC,Pancreatic Ductal Carcinoma,X-0991,binimetinib,TRUE,6
X.0991.bipk,PDAC,Pancreatic Ductal Carcinoma,X-0991,binimetinib-3.5mpk,TRUE,6
X.0991.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-0991,BKM120 + binimetinib,TRUE,6
X.0991.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-0991,BKM120 + LDE225,TRUE,6
X.0991.BY19,PDAC,Pancreatic Ductal Carcinoma,X-0991,BYL719,TRUE,6
X.0991.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-0991,BYL719 + LJM716,TRUE,6
X.0991.CL57,PDAC,Pancreatic Ductal Carcinoma,X-0991,CLR457,TRUE,6
X.0991.fiab,PDAC,Pancreatic Ductal Carcinoma,X-0991,figitumumab,TRUE,6
X.0991.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-0991,figitumumab + binimetinib,TRUE,6
X.0991.gepk,PDAC,Pancreatic Ductal Carcinoma,X-0991,gemcitabine-50mpk,TRUE,6
X.0991.HD01,PDAC,Pancreatic Ductal Carcinoma,X-0991,HDM201,TRUE,6
X.0991.IN24,PDAC,Pancreatic Ductal Carcinoma,X-0991,INC424,TRUE,6
X.0991.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-0991,INC424 + binimetinib,TRUE,6
X.0991.LE11,PDAC,Pancreatic Ductal Carcinoma,X-0991,LEE011,TRUE,6
X.0991.LK36,PDAC,Pancreatic Ductal Carcinoma,X-0991,LKA136,TRUE,6
X.0991.trib,PDAC,Pancreatic Ductal Carcinoma,X-0991,trametinib,TRUE,6
X.0991.uned,PDAC,Pancreatic Ductal Carcinoma,X-0991,untreated,TRUE,6
X.1199.abne,PDAC,Pancreatic Ductal Carcinoma,X-1199,abraxane,TRUE,6
X.1199.biib,PDAC,Pancreatic Ductal Carcinoma,X-1199,binimetinib,TRUE,6
X.1199.bipk,PDAC,Pancreatic Ductal Carcinoma,X-1199,binimetinib-3.5mpk,TRUE,6
X.1199.BK20,PDAC,Pancreatic Ductal Carcinoma,X-1199,BKM120,TRUE,6
X.1199.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-1199,BKM120 + binimetinib,TRUE,6
X.1199.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-1199,BKM120 + LDE225,TRUE,6
X.1199.BY19,PDAC,Pancreatic Ductal Carcinoma,X-1199,BYL719,TRUE,6
X.1199.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-1199,BYL719 + LJM716,TRUE,6
X.1199.CL57,PDAC,Pancreatic Ductal Carcinoma,X-1199,CLR457,TRUE,6
X.1199.fiab,PDAC,Pancreatic Ductal Carcinoma,X-1199,figitumumab,TRUE,6
X.1199.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-1199,figitumumab + binimetinib,TRUE,6
X.1199.gepk,PDAC,Pancreatic Ductal Carcinoma,X-1199,gemcitabine-50mpk,TRUE,6
X.1199.IN24,PDAC,Pancreatic Ductal Carcinoma,X-1199,INC424,TRUE,6
X.1199.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-1199,INC424 + binimetinib,TRUE,6
X.1199.LE11,PDAC,Pancreatic Ductal Carcinoma,X-1199,LEE011,TRUE,6
X.1199.LK36,PDAC,Pancreatic Ductal Carcinoma,X-1199,LKA136,TRUE,6
